Product.new_cell,Product.dualband,Product.refurb_new,Product.hnd_price,Product.hnd_webcap,Product.eqpdays
Y,Y,1,39.98999023,WCMB,430
U,Y,0,149.9899902,WCMB,134
U,Y,0,149.9899902,WCMB,362
U,Y,0,149.9899902,WCMB,705
U,Y,0,59.98999023,WCMB,579
U,Y,0,79.98999023,WCMB,257
U,Y,0,59.98999023,WCMB,767
U,Y,0,149.9899902,WCMB,262
U,Y,0,149.9899902,WCMB,330
U,Y,0,79.98999023,WCMB,767
N,N,1,9.989997864,WC,767
U,Y,0,199.9899902,WCMB,102
U,Y,0,79.98999023,WCMB,598
U,N,1,29.98999023,WC,348
U,Y,0,149.9899902,WCMB,698
U,Y,0,129.9899902,WCMB,280
U,N,0,29.98999023,WCMB,706
U,Y,0,149.9899902,WCMB,706
N,N,0,79.98999023,WC,598
U,N,0,29.98999023,WC,660
U,Y,0,59.98999023,WCMB,598
U,Y,0,199.9899902,WCMB,367
U,N,0,29.98999023,UNKW,659
U,N,0,129.9899902,WCMB,262
U,Y,0,499.9899902,WCMB,104
U,Y,0,149.9899902,WCMB,358
U,Y,0,149.9899902,WCMB,659
Y,N,0,29.98999023,WC,701
U,N,0,29.98999023,WC,597
Y,N,0,29.98999023,WCMB,766
U,Y,0,29.98999023,UNKW,659
U,N,0,29.98999023,UNKW,409
U,Y,1,99.98999023,WCMB,234
U,Y,1,99.98999023,WCMB,57
Y,N,0,29.98999023,WC,659
U,Y,0,59.98999023,WCMB,659
U,Y,0,79.98999023,WCMB,659
U,Y,0,149.9899902,WCMB,597
U,Y,0,79.98999023,WCMB,597
U,Y,0,59.98999023,WCMB,499
U,Y,1,29.98999023,WCMB,499
U,N,0,29.98999023,WCMB,659
U,Y,0,59.98999023,WCMB,597
U,Y,0,149.9899902,WCMB,597
N,Y,0,59.98999023,WCMB,705
U,Y,0,199.9899902,WCMB,306
U,Y,0,149.9899902,WCMB,766
U,Y,0,149.9899902,WCMB,705
U,Y,1,99.98999023,WCMB,104
U,Y,0,29.98999023,WC,659
Y,Y,0,79.98999023,WCMB,170
N,N,1,9.989997864,UNKW,705
U,N,0,129.9899902,WCMB,118
Y,N,0,29.98999023,WC,249
N,Y,0,199.9899902,WCMB,340
U,Y,0,149.9899902,WCMB,106
U,Y,1,99.98999023,WCMB,70
Y,Y,0,199.9899902,WCMB,250
U,N,0,29.98999023,WCMB,276
N,Y,0,29.98999023,UNKW,766
U,Y,0,149.9899902,WCMB,766
U,Y,1,99.98999023,WCMB,313
N,Y,0,129.9899902,WCMB,170
N,Y,0,59.98999023,WCMB,656
U,N,1,9.989997864,WCMB,425
U,Y,0,59.98999023,WCMB,759
Y,Y,0,149.9899902,WCMB,159
U,Y,1,79.98999023,WCMB,32
U,Y,0,29.98999023,UNKW,659
U,N,0,9.989997864,WC,705
U,Y,0,129.9899902,WCMB,4
U,Y,1,99.98999023,WCMB,146
N,Y,1,129.9899902,WCMB,78
Y,Y,0,79.98999023,WCMB,157
U,Y,0,149.9899902,WCMB,269
Y,N,0,99.98999023,WC,65
U,N,0,29.98999023,UNKW,627
U,Y,0,149.9899902,WCMB,263
Y,Y,0,59.98999023,WCMB,705
U,Y,0,79.98999023,WCMB,597
U,N,0,79.98999023,WC,766
Y,N,0,79.98999023,WC,659
U,N,0,29.98999023,WCMB,597
N,N,1,9.989997864,WC,766
N,Y,0,29.98999023,UNKW,185
U,N,0,29.98999023,WC,766
U,Y,1,99.98999023,WCMB,375
U,N,0,29.98999023,WCMB,586
N,Y,0,149.9899902,WCMB,266
U,Y,0,199.9899902,WCMB,226
U,N,1,9.989997864,WC,766
Y,Y,0,59.98999023,WCMB,597
U,N,0,29.98999023,WC,597
U,Y,0,149.9899902,WCMB,265
U,Y,0,29.98999023,UNKW,597
Y,Y,1,99.98999023,WCMB,6
Y,Y,0,79.98999023,WCMB,597
N,Y,0,59.98999023,WCMB,234
U,Y,0,59.98999023,WCMB,705
U,Y,1,129.9899902,WCMB,18
U,Y,0,59.98999023,WCMB,659
U,Y,0,129.9899902,WCMB,705
Y,Y,1,9.989997864,WC,659
Y,N,0,29.98999023,WC,597
N,Y,1,99.98999023,WCMB,187
U,Y,0,149.9899902,WCMB,705
U,Y,0,149.9899902,WCMB,659
U,Y,0,199.9899902,WCMB,459
N,N,0,29.98999023,WC,659
U,N,1,9.989997864,WCMB,184
U,Y,0,29.98999023,UNKW,705
Y,Y,0,129.9899902,WCMB,766
N,Y,1,99.98999023,WCMB,397
U,Y,0,129.9899902,WCMB,140
U,Y,0,79.98999023,WCMB,597
U,Y,0,59.98999023,WCMB,705
U,N,0,29.98999023,WCMB,766
U,Y,0,129.9899902,WCMB,285
N,Y,1,9.989997864,WC,659
U,N,0,29.98999023,UNKW,597
N,Y,0,149.9899902,WCMB,297
U,Y,0,59.98999023,WCMB,705
U,Y,0,79.98999023,WCMB,597
U,Y,0,29.98999023,UNKW,597
U,Y,0,29.98999023,UNKW,659
Y,Y,0,129.9899902,WCMB,263
U,Y,0,59.98999023,WCMB,597
U,Y,0,59.98999023,WCMB,568
U,Y,0,59.98999023,WCMB,705
U,Y,1,29.98999023,WCMB,120
U,Y,0,79.98999023,WCMB,443
Y,Y,0,59.98999023,WCMB,597
N,N,0,29.98999023,WC,597
N,U,0,99.98999023,UNKW,19
Y,N,1,9.989997864,UNKW,659
U,Y,0,149.9899902,WCMB,214
U,Y,0,199.9899902,WCMB,93
U,Y,0,149.9899902,WCMB,104
N,Y,0,149.9899902,WCMB,133
Y,Y,0,129.9899902,WCMB,5
U,N,0,79.98999023,WC,766
U,Y,0,79.98999023,WCMB,0
U,N,0,29.98999023,WC,597
U,Y,0,129.9899902,WCMB,212
Y,N,0,29.98999023,WCMB,705
Y,Y,0,129.9899902,WCMB,364
Y,Y,0,149.9899902,WCMB,766
U,Y,0,149.9899902,WCMB,659
Y,Y,0,59.98999023,WCMB,766
U,Y,0,129.9899902,WCMB,90
Y,N,1,79.98999023,WCMB,14
Y,N,0,129.9899902,WCMB,11
Y,N,0,79.98999023,WC,705
U,Y,1,99.98999023,WCMB,288
U,Y,1,39.98999023,WCMB,340
U,Y,0,149.9899902,WCMB,620
U,Y,0,59.98999023,WCMB,705
Y,N,1,9.989997864,UNKW,523
U,N,0,129.9899902,WCMB,84
N,Y,0,79.98999023,WCMB,162
Y,Y,0,149.9899902,WCMB,597
U,N,0,29.98999023,WC,705
N,Y,0,149.9899902,WCMB,150
U,Y,0,59.98999023,WCMB,534
U,Y,0,199.9899902,WCMB,266
Y,Y,0,149.9899902,WCMB,705
U,Y,0,149.9899902,WCMB,334
U,Y,1,99.98999023,WCMB,105
U,Y,1,79.98999023,WCMB,73
U,Y,0,149.9899902,WCMB,597
Y,Y,0,59.98999023,WCMB,658
U,N,0,29.98999023,WCMB,596
Y,Y,0,149.9899902,WCMB,148
U,N,0,29.98999023,WCMB,596
U,N,0,29.98999023,UNKW,556
U,Y,0,59.98999023,WCMB,658
Y,Y,0,79.98999023,WCMB,704
U,Y,0,29.98999023,UNKW,658
U,Y,1,99.98999023,WCMB,414
U,N,0,29.98999023,UNKW,704
Y,Y,1,99.98999023,WCMB,217
U,Y,0,59.98999023,WCMB,449
U,N,0,29.98999023,WC,596
U,Y,1,99.98999023,WCMB,58
U,Y,0,29.98999023,WC,765
U,Y,1,99.98999023,WCMB,286
U,N,0,29.98999023,UNKW,658
U,Y,0,59.98999023,WCMB,658
U,Y,0,149.9899902,WCMB,78
N,N,0,29.98999023,WC,704
U,Y,0,149.9899902,WCMB,306
U,Y,0,29.98999023,UNKW,765
Y,N,0,29.98999023,WCMB,596
U,Y,0,29.98999023,UNKW,658
N,Y,0,149.9899902,WCMB,392
U,N,0,29.98999023,WC,658
U,Y,0,199.9899902,WCMB,432
Y,Y,0,149.9899902,WCMB,518
U,N,1,79.98999023,WCMB,87
N,Y,0,29.98999023,UNKW,658
Y,Y,1,99.98999023,WCMB,165
U,Y,0,79.98999023,WCMB,596
Y,N,0,129.9899902,WCMB,277
U,Y,0,59.98999023,WCMB,765
U,N,0,29.98999023,WC,765
U,Y,1,99.98999023,WCMB,48
Y,N,0,29.98999023,UNKW,172
U,Y,1,99.98999023,WCMB,348
U,Y,0,59.98999023,WCMB,658
N,Y,1,29.98999023,WCMB,59
U,Y,0,79.98999023,WCMB,704
Y,Y,0,199.9899902,WCMB,139
Y,Y,0,149.9899902,WCMB,31
U,Y,0,199.9899902,WCMB,139
Y,N,1,79.98999023,WCMB,80
U,Y,0,149.9899902,WCMB,658
U,N,0,129.9899902,WCMB,155
N,N,0,29.98999023,WC,596
U,Y,1,79.98999023,WCMB,318
U,Y,0,79.98999023,WCMB,704
U,Y,1,99.98999023,WCMB,278
U,N,0,129.9899902,WCMB,378
U,Y,0,149.9899902,WCMB,348
N,Y,0,129.9899902,WCMB,658
N,N,0,29.98999023,WC,204
U,Y,0,149.9899902,WCMB,596
U,Y,0,199.9899902,WCMB,279
U,Y,0,79.98999023,WCMB,596
U,N,0,129.9899902,WCMB,485
U,Y,0,79.98999023,WCMB,765
U,N,0,29.98999023,UNKW,704
U,Y,0,59.98999023,WCMB,704
Y,Y,0,129.9899902,WCMB,287
U,N,0,99.98999023,WC,4
U,Y,0,149.9899902,WCMB,596
Y,Y,0,149.9899902,WCMB,658
Y,Y,0,59.98999023,WCMB,596
U,Y,0,59.98999023,WCMB,704
U,N,0,29.98999023,WC,596
U,N,0,29.98999023,WC,765
U,Y,0,59.98999023,WCMB,596
U,N,0,29.98999023,WCMB,704
U,Y,0,149.9899902,WCMB,369
U,Y,0,79.98999023,WCMB,119
U,N,1,9.989997864,WCMB,294
U,Y,1,99.98999023,WCMB,320
Y,Y,0,149.9899902,WCMB,147
Y,Y,0,59.98999023,WCMB,595
Y,Y,0,129.9899902,WCMB,292
U,N,0,29.98999023,WCMB,657
U,Y,0,149.9899902,WCMB,186
U,N,0,29.98999023,WCMB,764
Y,Y,0,79.98999023,WCMB,595
U,Y,0,79.98999023,WCMB,595
U,Y,0,79.98999023,WCMB,657
U,Y,0,149.9899902,WCMB,703
U,Y,0,199.9899902,WCMB,148
U,Y,0,29.98999023,WC,595
U,Y,0,149.9899902,WCMB,18
Y,Y,1,29.98999023,WCMB,439
U,Y,1,9.989997864,WC,657
Y,Y,1,99.98999023,WCMB,54
U,Y,0,29.98999023,UNKW,764
N,N,0,29.98999023,WCMB,595
Y,Y,0,129.9899902,WCMB,657
Y,Y,0,59.98999023,WCMB,595
U,Y,0,129.9899902,WCMB,179
U,N,0,29.98999023,UNKW,595
U,N,0,129.9899902,WCMB,256
Y,N,0,129.9899902,WCMB,400
U,Y,1,99.98999023,WCMB,138
U,N,1,79.98999023,WCMB,205
Y,N,1,9.989997864,WC,657
U,Y,1,29.98999023,WCMB,478
Y,Y,0,149.9899902,WCMB,595
N,Y,0,59.98999023,WCMB,282
U,Y,0,79.98999023,WCMB,764
U,Y,1,29.98999023,WCMB,244
N,Y,0,149.9899902,WCMB,71
U,Y,0,29.98999023,WC,595
U,Y,0,149.9899902,WCMB,14
U,Y,0,199.9899902,WCMB,34
U,N,0,29.98999023,WCMB,595
N,N,0,29.98999023,WCMB,657
U,Y,0,129.9899902,WCMB,764
U,Y,0,29.98999023,WC,595
U,Y,0,29.98999023,WC,238
U,Y,1,129.9899902,WCMB,202
U,Y,0,149.9899902,WCMB,262
N,Y,0,59.98999023,WCMB,764
Y,T,0,199.9899902,WCMB,101
N,Y,0,199.9899902,WCMB,447
U,Y,0,129.9899902,WCMB,703
U,N,0,29.98999023,WCMB,595
U,Y,0,149.9899902,WCMB,363
U,Y,0,149.9899902,WCMB,657
U,Y,0,79.98999023,WCMB,657
U,Y,0,149.9899902,WCMB,9
U,Y,0,149.9899902,WCMB,467
U,Y,1,29.98999023,WCMB,380
U,Y,0,199.9899902,WCMB,236
U,T,0,99.98999023,WCMB,129
Y,Y,0,79.98999023,WCMB,261
U,N,1,9.989997864,UNKW,526
N,N,1,9.989997864,WCMB,192
Y,Y,0,149.9899902,WCMB,57
U,Y,0,149.9899902,WCMB,139
N,N,0,29.98999023,WC,657
Y,Y,0,149.9899902,WCMB,280
Y,Y,0,149.9899902,WCMB,595
U,N,0,79.98999023,WC,657
U,Y,1,129.9899902,WCMB,40
U,Y,0,79.98999023,WCMB,595
U,Y,1,99.98999023,WCMB,27
N,N,0,9.989997864,WC,703
U,N,0,29.98999023,UNKW,673
U,N,0,29.98999023,WC,703
N,Y,0,149.9899902,WCMB,205
Y,Y,0,129.9899902,WCMB,595
U,Y,0,149.9899902,WCMB,283
N,Y,0,199.9899902,WCMB,133
U,N,0,29.98999023,WC,595
U,Y,0,149.9899902,WCMB,703
U,N,0,29.98999023,WC,595
N,Y,0,149.9899902,WCMB,310
U,Y,0,199.9899902,WCMB,151
N,Y,0,29.98999023,UNKW,703
N,Y,1,29.98999023,WCMB,216
U,N,0,29.98999023,UNKW,593
Y,Y,0,79.98999023,WCMB,657
N,T,0,199.9899902,WCMB,76
U,Y,0,59.98999023,WCMB,657
U,Y,1,9.989997864,WC,657
N,Y,0,29.98999023,UNKW,467
U,U,0,99.98999023,UNKW,31
N,Y,0,129.9899902,WCMB,703
Y,Y,0,59.98999023,WCMB,595
N,N,0,129.9899902,WCMB,61
U,Y,0,79.98999023,WCMB,444
U,N,0,29.98999023,WCMB,703
U,N,0,29.98999023,WC,657
U,N,0,29.98999023,UNKW,595
U,Y,0,59.98999023,WCMB,525
U,Y,0,59.98999023,WCMB,595
N,Y,0,29.98999023,UNKW,595
N,Y,1,79.98999023,WCMB,209
U,N,1,9.989997864,UNKW,595
U,Y,0,59.98999023,WCMB,657
N,T,0,99.98999023,WCMB,319
U,N,0,29.98999023,UNKW,764
U,Y,0,129.9899902,WCMB,586
U,Y,0,149.9899902,WCMB,703
N,Y,0,59.98999023,WCMB,703
N,Y,0,29.98999023,WC,764
U,Y,0,149.9899902,WCMB,485
U,Y,1,99.98999023,WCMB,393
U,Y,0,149.9899902,WCMB,703
N,Y,0,149.9899902,WCMB,156
U,N,0,29.98999023,UNKW,739
U,N,0,129.9899902,WCMB,317
U,N,0,129.9899902,WCMB,-1
U,Y,0,149.9899902,WCMB,703
U,Y,0,59.98999023,WCMB,595
Y,N,0,99.98999023,WC,57
U,Y,0,29.98999023,WC,192
Y,N,0,29.98999023,WC,594
U,Y,0,149.9899902,WCMB,656
U,Y,0,249.9899902,WCMB,61
U,Y,0,199.9899902,WCMB,247
U,N,0,29.98999023,WC,656
U,N,0,29.98999023,UNKW,656
U,N,0,29.98999023,WC,763
N,N,0,29.98999023,WC,702
U,Y,0,199.9899902,WCMB,102
U,N,0,29.98999023,WC,594
N,Y,0,59.98999023,WCMB,573
U,Y,0,199.9899902,WCMB,233
U,N,0,129.9899902,WCMB,344
N,Y,0,149.9899902,WCMB,310
Y,Y,0,59.98999023,WCMB,656
N,Y,0,79.98999023,WCMB,702
U,Y,0,29.98999023,WC,594
U,Y,0,199.9899902,WCMB,77
Y,Y,0,79.98999023,WCMB,594
N,Y,0,129.9899902,WCMB,702
N,T,0,199.9899902,WCMB,57
N,Y,0,199.9899902,WCMB,382
Y,N,0,79.98999023,WC,656
U,Y,1,29.98999023,WCMB,388
U,N,0,129.9899902,WCMB,315
U,N,0,29.98999023,UNKW,702
Y,N,0,29.98999023,WC,656
U,Y,0,29.98999023,UNKW,594
N,Y,0,149.9899902,WCMB,6
U,N,0,29.98999023,WCMB,594
U,Y,0,59.98999023,WCMB,231
Y,Y,0,79.98999023,WCMB,135
U,Y,0,129.9899902,WCMB,594
U,Y,0,149.9899902,WCMB,350
Y,T,0,179.9899902,WCMB,37
U,Y,1,99.98999023,WCMB,311
Y,Y,0,29.98999023,UNKW,763
N,Y,0,149.9899902,WCMB,96
N,Y,0,149.9899902,WCMB,132
U,N,0,29.98999023,WCMB,702
N,N,1,9.989997864,WCMB,383
U,Y,1,99.98999023,WCMB,297
Y,N,0,129.9899902,WCMB,119
U,Y,0,149.9899902,WCMB,594
U,T,0,99.98999023,WCMB,51
U,Y,0,29.98999023,UNKW,656
U,N,0,29.98999023,WC,594
U,N,1,9.989997864,WC,594
U,N,0,129.9899902,WCMB,308
U,Y,1,39.98999023,WCMB,280
N,Y,0,199.9899902,WCMB,21
U,N,0,29.98999023,WCMB,594
Y,N,0,29.98999023,UNKW,594
U,Y,0,199.9899902,WCMB,65
U,N,1,9.989997864,UNKW,616
U,Y,1,9.989997864,WC,702
Y,N,0,29.98999023,WC,594
Y,Y,0,29.98999023,UNKW,440
N,Y,1,9.989997864,WC,385
N,Y,1,9.989997864,WC,69
U,N,0,29.98999023,WC,435
N,Y,1,39.98999023,WCMB,636
N,Y,0,149.9899902,WCMB,109
U,Y,1,99.98999023,WCMB,166
Y,Y,0,79.98999023,WCMB,218
Y,N,0,29.98999023,WC,702
U,Y,0,79.98999023,WCMB,656
U,N,0,129.9899902,WCMB,179
N,Y,0,79.98999023,WCMB,594
U,Y,1,29.98999023,WCMB,519
U,Y,0,29.98999023,WC,594
U,Y,0,29.98999023,UNKW,280
U,Y,0,29.98999023,UNKW,656
Y,Y,0,29.98999023,UNKW,763
U,Y,0,149.9899902,WCMB,394
U,N,0,29.98999023,WCMB,702
U,N,0,29.98999023,WCMB,594
Y,N,1,9.989997864,UNKW,606
U,N,0,29.98999023,WC,273
U,Y,0,149.9899902,WCMB,594
U,N,0,29.98999023,WC,594
U,Y,0,149.9899902,WCMB,763
U,Y,0,29.98999023,UNKW,587
N,Y,0,29.98999023,UNKW,594
U,Y,0,29.98999023,UNKW,656
U,N,1,29.98999023,WC,551
U,Y,0,149.9899902,WCMB,656
U,Y,0,59.98999023,WCMB,763
U,Y,0,29.98999023,UNKW,594
U,Y,0,149.9899902,WCMB,594
U,Y,0,149.9899902,WCMB,579
U,N,0,29.98999023,WC,763
U,Y,0,59.98999023,WCMB,702
Y,N,0,29.98999023,WC,594
U,Y,0,29.98999023,UNKW,702
N,Y,1,99.98999023,WCMB,187
U,N,1,9.989997864,WCMB,353
Y,Y,0,149.9899902,WCMB,295
U,Y,0,29.98999023,UNKW,701
U,Y,1,99.98999023,WCMB,219
U,Y,0,199.9899902,WCMB,249
U,Y,0,59.98999023,WCMB,645
U,Y,0,149.9899902,WCMB,593
Y,Y,0,149.9899902,WCMB,240
U,Y,0,199.9899902,WCMB,103
U,Y,0,199.9899902,WCMB,91
N,Y,0,149.9899902,WCMB,655
U,Y,0,149.9899902,WCMB,701
U,Y,0,129.9899902,WCMB,35
U,Y,1,9.989997864,WC,119
U,N,0,29.98999023,UNKW,762
U,N,0,29.98999023,UNKW,701
Y,N,0,29.98999023,UNKW,655
U,Y,0,149.9899902,WCMB,405
U,Y,0,29.98999023,UNKW,593
U,N,0,29.98999023,WC,701
Y,Y,0,59.98999023,WCMB,762
U,N,0,129.9899902,WCMB,75
U,Y,1,99.98999023,WCMB,530
U,Y,0,149.9899902,WCMB,379
U,Y,0,29.98999023,UNKW,762
U,N,0,79.98999023,WC,701
U,Y,1,99.98999023,WCMB,306
U,Y,0,149.9899902,WCMB,520
Y,N,0,29.98999023,UNKW,593
Y,N,0,29.98999023,WC,701
U,Y,1,99.98999023,WCMB,83
Y,Y,1,79.98999023,WCMB,458
U,Y,0,29.98999023,UNKW,593
Y,Y,0,149.9899902,WCMB,762
U,Y,1,29.98999023,WCMB,118
U,Y,1,29.98999023,WCMB,518
U,N,0,29.98999023,UNKW,701
Y,Y,0,199.9899902,WCMB,19
Y,Y,0,59.98999023,WCMB,762
U,Y,0,29.98999023,UNKW,701
U,Y,0,59.98999023,WCMB,593
U,Y,0,149.9899902,WCMB,655
U,Y,0,79.98999023,WCMB,298
Y,Y,0,79.98999023,WCMB,593
N,Y,1,9.989997864,WC,593
N,Y,1,99.98999023,WCMB,191
U,N,0,29.98999023,WCMB,107
U,N,0,29.98999023,UNKW,593
U,N,0,29.98999023,UNKW,762
U,Y,0,149.9899902,WCMB,377
N,Y,0,79.98999023,WCMB,593
Y,Y,0,149.9899902,WCMB,74
U,Y,0,79.98999023,WCMB,701
U,Y,1,99.98999023,WCMB,243
U,Y,0,149.9899902,WCMB,203
N,Y,0,59.98999023,WCMB,302
U,N,0,29.98999023,WCMB,334
N,Y,0,59.98999023,WCMB,701
U,Y,0,79.98999023,WCMB,701
U,Y,1,99.98999023,WCMB,26
U,Y,0,149.9899902,WCMB,701
Y,Y,0,79.98999023,WCMB,762
U,Y,1,99.98999023,WCMB,118
U,Y,1,9.989997864,UNKW,655
U,N,0,29.98999023,WC,655
U,N,0,99.98999023,WC,6
Y,N,0,29.98999023,UNKW,655
U,N,0,29.98999023,WC,762
U,N,0,29.98999023,UNKW,593
U,Y,0,199.9899902,WCMB,56
U,Y,0,29.98999023,UNKW,655
U,T,0,99.98999023,WCMB,110
U,N,0,29.98999023,WCMB,655
U,Y,0,29.98999023,WC,259
Y,N,0,29.98999023,WCMB,593
U,Y,0,29.98999023,UNKW,759
N,Y,0,59.98999023,WCMB,593
U,N,0,29.98999023,UNKW,593
U,Y,1,29.98999023,WCMB,426
U,N,0,129.9899902,WCMB,279
U,Y,1,99.98999023,WCMB,405
U,Y,0,149.9899902,WCMB,593
U,Y,0,149.9899902,WCMB,701
U,Y,0,79.98999023,WCMB,701
U,N,0,29.98999023,UNKW,593
U,Y,1,99.98999023,WCMB,329
U,N,0,29.98999023,UNKW,700
U,Y,0,149.9899902,WCMB,244
Y,Y,0,149.9899902,WCMB,9
Y,Y,1,9.989997864,WC,338
U,Y,0,29.98999023,UNKW,592
U,Y,0,59.98999023,WCMB,700
U,Y,0,199.9899902,WCMB,30
U,Y,1,39.98999023,WCMB,482
U,Y,1,99.98999023,WCMB,253
U,N,0,29.98999023,WCMB,654
Y,Y,0,79.98999023,WCMB,515
U,N,0,29.98999023,WCMB,86
Y,N,0,129.9899902,WCMB,133
Y,Y,1,99.98999023,WCMB,130
U,Y,0,29.98999023,UNKW,654
Y,N,0,29.98999023,WCMB,592
U,Y,0,59.98999023,WCMB,654
U,N,0,29.98999023,WC,654
U,Y,0,129.9899902,WCMB,408
U,Y,0,59.98999023,WCMB,700
U,Y,0,79.98999023,WCMB,592
U,N,0,79.98999023,WC,761
U,N,0,79.98999023,WC,751
N,Y,0,149.9899902,WCMB,592
N,Y,0,199.9899902,WCMB,290
U,N,0,29.98999023,WCMB,654
Y,N,0,29.98999023,WC,761
Y,Y,0,29.98999023,UNKW,654
U,Y,0,129.9899902,WCMB,111
U,N,0,29.98999023,WC,700
Y,N,0,29.98999023,WCMB,634
U,N,1,9.989997864,UNKW,654
U,Y,0,79.98999023,WCMB,592
U,N,1,29.98999023,WC,502
U,Y,0,149.9899902,WCMB,761
U,Y,0,29.98999023,WC,592
U,N,0,29.98999023,UNKW,592
Y,T,0,99.98999023,WCMB,237
U,Y,0,129.9899902,WCMB,52
U,Y,0,149.9899902,WCMB,41
N,Y,1,129.9899902,WCMB,269
N,N,0,29.98999023,WC,654
U,Y,0,59.98999023,WCMB,592
U,Y,0,149.9899902,WCMB,99
U,Y,0,199.9899902,WCMB,564
U,N,0,129.9899902,WCMB,108
U,Y,0,59.98999023,WCMB,654
U,Y,0,29.98999023,UNKW,493
U,N,0,29.98999023,UNKW,570
U,N,0,29.98999023,UNKW,592
U,N,1,79.98999023,WCMB,76
U,Y,1,9.989997864,WC,243
U,Y,0,129.9899902,WCMB,236
U,Y,0,149.9899902,WCMB,227
U,Y,0,199.9899902,WCMB,76
N,Y,0,59.98999023,WCMB,654
U,N,0,29.98999023,WCMB,654
U,N,0,129.9899902,WCMB,243
U,Y,0,59.98999023,WCMB,761
U,Y,0,249.9899902,WCMB,16
U,Y,0,59.98999023,WCMB,761
Y,Y,0,79.98999023,WCMB,700
Y,Y,0,29.98999023,UNKW,761
U,N,0,29.98999023,WC,654
N,Y,0,149.9899902,WCMB,157
Y,Y,0,59.98999023,WCMB,654
N,N,1,9.989997864,WC,426
U,Y,0,59.98999023,WCMB,700
U,Y,0,59.98999023,WCMB,479
U,Y,0,149.9899902,WCMB,761
U,N,0,29.98999023,UNKW,761
U,N,0,29.98999023,UNKW,284
U,Y,1,9.989997864,WC,592
U,N,0,29.98999023,UNKW,591
N,Y,0,149.9899902,WCMB,261
Y,N,1,9.989997864,UNKW,592
U,Y,0,59.98999023,WCMB,592
U,N,1,9.989997864,UNKW,700
N,Y,0,129.9899902,WCMB,72
Y,N,0,29.98999023,WC,592
Y,Y,0,59.98999023,WCMB,761
U,N,0,79.98999023,WC,592
N,N,1,9.989997864,UNKW,592
U,Y,0,59.98999023,WCMB,761
Y,Y,0,59.98999023,WCMB,700
U,Y,0,59.98999023,WCMB,700
U,Y,0,59.98999023,WCMB,654
U,Y,0,149.9899902,WCMB,374
U,T,0,99.98999023,WCMB,188
U,Y,0,29.98999023,WC,592
U,Y,0,129.9899902,WCMB,592
U,Y,0,29.98999023,UNKW,592
N,Y,1,99.98999023,WCMB,186
U,Y,1,129.9899902,WCMB,36
U,Y,0,149.9899902,WCMB,477
U,N,0,29.98999023,WCMB,591
N,N,0,29.98999023,WCMB,653
Y,Y,1,29.98999023,WCMB,472
Y,Y,0,59.98999023,WCMB,591
N,N,0,29.98999023,UNKW,653
Y,Y,0,149.9899902,WCMB,167
U,Y,0,29.98999023,UNKW,699
Y,Y,0,79.98999023,WCMB,591
U,Y,0,59.98999023,WCMB,760
Y,Y,0,59.98999023,WCMB,653
Y,Y,1,99.98999023,WCMB,21
U,N,1,9.989997864,UNKW,137
U,N,0,129.9899902,WCMB,324
Y,Y,1,9.989997864,UNKW,591
N,Y,0,149.9899902,WCMB,200
Y,Y,0,59.98999023,WCMB,673
Y,Y,1,79.98999023,WCMB,306
U,N,0,29.98999023,WCMB,699
U,N,0,29.98999023,WCMB,591
U,Y,0,59.98999023,WCMB,653
N,Y,0,79.98999023,WCMB,653
U,Y,1,99.98999023,WCMB,353
U,N,1,9.989997864,WC,699
U,Y,0,59.98999023,WCMB,699
U,N,0,29.98999023,WCMB,591
U,Y,0,29.98999023,UNKW,591
N,Y,1,129.9899902,WCMB,46
U,N,0,29.98999023,WCMB,699
Y,Y,0,29.98999023,WC,591
Y,N,0,29.98999023,WC,699
U,Y,0,59.98999023,WCMB,653
U,Y,0,59.98999023,WCMB,653
U,N,1,79.98999023,WCMB,72
U,Y,0,29.98999023,UNKW,566
N,T,0,199.9899902,WCMB,53
U,N,0,29.98999023,WC,591
Y,Y,0,29.98999023,WC,-1
U,Y,0,59.98999023,WCMB,699
N,Y,0,79.98999023,WCMB,736
Y,Y,1,129.9899902,WCMB,94
Y,Y,0,59.98999023,WCMB,502
N,Y,1,99.98999023,WCMB,457
U,N,0,29.98999023,WCMB,653
U,Y,0,149.9899902,WCMB,62
N,Y,1,99.98999023,WCMB,206
Y,Y,0,199.9899902,WCMB,119
U,Y,1,29.98999023,WCMB,24
U,Y,0,149.9899902,WCMB,137
N,Y,0,149.9899902,WCMB,50
U,N,0,29.98999023,UNKW,699
Y,Y,0,149.9899902,WCMB,699
N,N,0,29.98999023,WC,699
U,N,0,29.98999023,UNKW,591
U,Y,0,29.98999023,WC,699
N,Y,0,59.98999023,WCMB,653
U,Y,0,79.98999023,WCMB,689
Y,Y,0,29.98999023,WC,633
N,N,0,29.98999023,WC,760
Y,Y,0,79.98999023,WCMB,699
U,Y,0,59.98999023,WCMB,760
Y,N,1,9.989997864,UNKW,760
U,Y,1,29.98999023,WCMB,465
N,N,1,9.989997864,UNKW,653
U,Y,1,29.98999023,WCMB,360
U,N,0,9.989997864,WC,389
U,N,0,29.98999023,WC,591
U,Y,0,149.9899902,WCMB,134
N,Y,1,29.98999023,WCMB,308
Y,Y,0,59.98999023,WCMB,69
U,Y,0,199.9899902,WCMB,444
