CustServ.custcare_Mean,CustServ.ccrndmou_Mean,CustServ.cc_mou_Mean
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,5.666666667,4.676666667
0,0,0
1,1.333333333,0.816666667
0,0,0
0,0,0
0.333333333,12.33333333,12.1
0,0,0
0.666666667,0.666666667,0.1
0,0,0
9.666666667,10.33333333,5.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,7,2.866666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.666666667,29.66666667,27.05
0,0,0
0,0,0
1,7,6.38
0,0,0
0,0,0
7.666666667,23,19.23
0,0,0
0,0,0
3.666666667,29,26.78333333
0,0,0
0,0,0
0,0,0
0,0,0
7.666666667,8.666666667,5.853333333
0,0,0
0,0,0
0.333333333,1.333333333,1.023333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,2.333333333,1.873333333
0.333333333,0.333333333,0.06
0,0,0
0.333333333,0.333333333,0.01
0,0,0
0.666666667,1,0.626666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.666666667,9.333333333,5.823333333
0,0,0
0,0,0
0,0,0
0,0,0
3,7,6
0,0,0
0,0,0
0,0,0
0,0,0
1.333333333,7.666666667,6.816666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.05
0.333333333,1.666666667,1.416666667
0,0,0
1.333333333,9.666666667,9.226666667
0,0,0
0,0,0
0,0,0
7.333333333,11.33333333,5.496666667
0,0,0
0,0,0
10.33333333,24,19.07666667
3,5.333333333,3.403333333
0.666666667,1.666666667,1.113333333
2.666666667,4.333333333,3.003333333
3.666666667,8,6.143333333
0,0,0
10,56.33333333,52.27
0,0,0
0,0,0
9,14.33333333,10.07666667
0,0,0
0,0,0
1.333333333,6.666666667,6.023333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.246666667
3.333333333,14,12.26
0,0,0
0,0,0
1,3,2.23
0,0,0
0,0,0
1.666666667,22.66666667,21.77
0,0,0
0.333333333,0.333333333,0.19
0.333333333,6.666666667,6.49
0,0,0
7.666666667,36,31.38666667
0,0,0
0,0,0
0,0,0
4.666666667,13,11.32666667
0.666666667,2.333333333,1.893333333
0,0,0
0,0,0
2,5.333333333,4.453333333
0,0,0
2,2,1.15
0,0,0
12.33333333,46.66666667,40.83333333
0,0,0
0,0,0
0.333333333,1.333333333,1.033333333
0,0,0
0,0,0
0.333333333,0.666666667,0.34
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,6.666666667,4.82
0,0,0
0,0,0
0.333333333,1.333333333,1.123333333
9.666666667,50.33333333,45.1
0,0,0
0,0,0
0,0,0
0,0,0
4,4,0.65
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
19.66666667,25.33333333,17.23666667
4.666666667,16.66666667,14.03666667
0.666666667,1,0.583333333
0.333333333,0.333333333,0.04
6,6,4.046666667
0,0,0
8,19.66666667,15.48666667
0,0,0
1.333333333,2.666666667,1.876666667
0.666666667,0.666666667,0.48
0.333333333,6,5.726666667
1.666666667,10.66666667,9.906666667
0,0,0
0,0,0
5.666666667,6.666666667,2.116666667
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.333333333
0,0,0
1.333333333,1.333333333,1.053333333
0,0,0
0,0,0
2.333333333,2.333333333,1.273333333
0,0,0
0,0,0
2.666666667,7.333333333,5.773333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.023333333
0,0,0
0,0,0
0,0,0
0,0,0
3.333333333,10.66666667,8.286666667
0,0,0
1.666666667,2.333333333,1.66
5.333333333,5.333333333,2.416666667
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.16
5.333333333,31,27.74
0,0,0
0,0,0
0.333333333,1,0.816666667
0,0,0
0.333333333,0.333333333,0.226666667
0.333333333,0.333333333,0.04
0,0,0
0.666666667,1,0.6
0.666666667,3,2.726666667
0,0,0
6,22.33333333,19.65333333
7.333333333,13.33333333,8.52
0,0,0
0,0,0
0,0,0
0,0,0
53.33333333,60,25.14333333
0,0,0
20.66666667,26.66666667,15.96666667
0,0,0
2,5.333333333,4.076666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,3,2.373333333
3,3.333333333,1.016666667
5.333333333,8.333333333,6.06
0,0,0
1,4.333333333,4.053333333
0.333333333,6,5.743333333
2.666666667,7,4.876666667
0,0,0
0.333333333,1,0.95
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,9,8.506666667
0,0,0
0,0,0
0,0,0
1.333333333,9.666666667,9.09
1.333333333,3,2.23
0,0,0
0,0,0
3.333333333,10.66666667,8.93
4.666666667,6.666666667,4.903333333
3.333333333,4,2.72
0.666666667,1,0.676666667
0,0,0
4,10,8.016666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1,0.833333333
0,0,0
0.333333333,0.333333333,0.083333333
0.333333333,0.333333333,0.183333333
0,0,0
0.333333333,2.666666667,2.373333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,4,3.73
0.666666667,5.333333333,4.95
0,0,0
0,0,0
5.333333333,6,4.453333333
0,0,0
0,0,0
0,0,0
0,0,0
2,2.333333333,1.566666667
0,0,0
3.333333333,12,10.45
0,0,0
0,0,0
0,0,0
0,0,0
15.66666667,33,25.40333333
0,0,0
0.333333333,0.333333333,0.316666667
2.666666667,28.33333333,26.99666667
5,18,14.57666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,7,5.49
0,0,0
1.333333333,2,1.533333333
0,0,0
0,0,0
0,0,0
0.333333333,2.333333333,2.276666667
0,0,0
0,0,0
0,0,0
2.333333333,7,6.243333333
0,0,0
0,0,0
3.666666667,7,4.7
0,0,0
2.666666667,17.33333333,15.68666667
2,9.666666667,8.916666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,10.66666667,10.15333333
12,17.33333333,12.15333333
0,0,0
9,10,5.093333333
0,0,0
0,0,0
0,0,0
6.333333333,7.666666667,4.63
2.666666667,27.66666667,26.07
0,0,0
0,0,0
0,0,0
6.333333333,35.33333333,31.65666667
0,0,0
2.666666667,5.666666667,4.45
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.446666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,9.333333333,9.323333333
0,0,0
0.333333333,29.33333333,29.20666667
0,0,0
0.333333333,5,4.806666667
0.333333333,4.666666667,4.56
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1,0.62
0,0,0
1.666666667,1.666666667,1.016666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,11,9.74
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1.666666667,1.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.166666667
2.666666667,3,1.71
1,4,3.44
0,0,0
0,0,0
1.333333333,4,3.523333333
0,0,0
0,0,0
0.333333333,0.333333333,0.256666667
0,0,0
0,0,0
0.333333333,0.333333333,0.066666667
0,0,0
2.333333333,6.666666667,5.283333333
6,19.33333333,14.43
2.333333333,18,16.4
1,1,0.663333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,12,10.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1,0.833333333
1.666666667,3.666666667,2.683333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,24.33333333,19.74
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,10.33333333,8.85
2,7,5.89
0,0,0
0,0,0
1,5.333333333,4.91
0,0,0
0,0,0
6.666666667,58.33333333,54.58666667
2,3,1.95
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.116666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,3.666666667,3.156666667
9.666666667,13,8.916666667
1.666666667,1.666666667,1.043333333
0,0,0
0,0,0
2,10,9.52
0,0,0
0.333333333,1,0.943333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.666666667
0,0,0
3.333333333,3.333333333,0.363333333
3,4,3.19
0.666666667,2.666666667,2.296666667
0,0,0
0,0,0
0.666666667,2,1.68
0,0,0
1.666666667,3,2.086666667
0.333333333,0.333333333,0.016666667
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.11
0,0,0
0.333333333,0.666666667,0.35
5.666666667,26,22.10333333
1,6.333333333,5.876666667
0,0,0
1,4.333333333,3.893333333
0.666666667,17,16.69666667
0,0,0
0,0,0
0.333333333,4.333333333,4.16
0.333333333,0.333333333,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1.333333333,1.016666667
0,0,0
0,0,0
0,0,0
8.666666667,26,22.49333333
0,0,0
0,0,0
0.666666667,17.33333333,17.05666667
0.333333333,0.333333333,0.323333333
0,0,0
0,0,0
0,0,0
1.333333333,4,3.126666667
1.666666667,4,2.966666667
0,0,0
0.666666667,0.666666667,0.166666667
0,0,0
0.333333333,0.333333333,0.2
0.666666667,1,0.77
9,54,49.18666667
0,0,0
0,0,0
0.666666667,3,2.633333333
12.66666667,36,28.03333333
4,8,5.84
0.666666667,1.333333333,0.786666667
0,0,0
7.333333333,13.66666667,9.153333333
0,0,0
0,0,0
1.333333333,15,14.52666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,5.333333333,3.91
0.333333333,7.333333333,7.2
3.666666667,11.33333333,9.186666667
0,0,0
0,0,0
1.333333333,3.333333333,2.62
3.333333333,3.666666667,2.543333333
1.333333333,1.666666667,0.45
0,0,0
1.333333333,5,4.346666667
0,0,0
0,0,0
0,0,0
2.333333333,7,5.35
0,0,0
0,0,0
0,0,0
7,18.33333333,14.32666667
0,0,0
0,0,0
0,0,0
0,0,0
7.333333333,13.66666667,10.85666667
2.333333333,9.666666667,8.65
5.666666667,6.666666667,4.536666667
0,0,0
5.666666667,28.66666667,25.62
0,0,0
0.333333333,0.333333333,0.29
1,12.33333333,11.54
8.333333333,55.33333333,51.23666667
3,15.66666667,14.19666667
7.666666667,16,11.95666667
0,0,0
1.666666667,4.333333333,3.723333333
0,0,0
1,10.33333333,9.976666667
0,0,0
0.666666667,0.666666667,0.043333333
0,0,0
0,0,0
18.33333333,34.66666667,22.57666667
0,0,0
3.333333333,6,3.366666667
1,2,1.593333333
0,0,0
0.333333333,0.333333333,0.05
1.333333333,1.666666667,0.983333333
0,0,0
0,0,0
0,0,0
1,1.666666667,0.886666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1.666666667,1.416666667
0,0,0
0,0,0
0,0,0
9.333333333,9.666666667,4.086666667
0,0,0
0,0,0
0,0,0
0,0,0
9.333333333,42.33333333,36.55
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.333333333,13.33333333,11.22666667
0,0,0
0.666666667,3.666666667,3.076666667
0,0,0
0,0,0
0,0,0
0,0,0
3,3.666666667,2.026666667
0,0,0
12.33333333,48.33333333,42.66666667
0,0,0
0,0,0
4.666666667,9.333333333,6.423333333
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,5,4.07
0.333333333,0.666666667,0.45
6.333333333,9.666666667,6.05
0.333333333,0.333333333,0.023333333
0,0,0
0,0,0
0,0,0
0.666666667,2.333333333,1.896666667
0,0,0
1,1.333333333,0.86
0,0,0
1.333333333,13.33333333,12.67333333
0.333333333,0.666666667,0.666666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,7,4.563333333
0.666666667,0.666666667,0.513333333
1.333333333,1.333333333,0.63
0,0,0
2,10.66666667,9.573333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,12.33333333,11.83333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.333333333,9,6.173333333
0,0,0
3,11.33333333,9.663333333
0,0,0
0,0,0
1,5.666666667,4.973333333
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,1.666666667,0.266666667
0,0,0
0,0,0
6,22.33333333,19.14333333
0,0,0
3.333333333,3.333333333,0.316666667
0,0,0
1.666666667,2.333333333,1.393333333
0,0,0
0,0,0
1.333333333,1.666666667,0.986666667
0,0,0
0,0,0
1,3,2.606666667
0,0,0
0,0,0
0.666666667,1.333333333,1.013333333
11,35.66666667,28.19333333
1.333333333,6.333333333,5.216666667
0,0,0
0,0,0
0,0,0
22,37.66666667,26.64666667
0.333333333,1,0.95
2.333333333,5.333333333,3.616666667
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.326666667
3.666666667,6,3.97
1.333333333,4.333333333,3.5
0,0,0
0,0,0
0,0,0
0.666666667,6,5.466666667
4,7.333333333,5.05
0,0,0
0.333333333,0.333333333,0.023333333
0,0,0
0,0,0
0,0,0
2.333333333,8.666666667,7.06
0,0,0
3.666666667,6.333333333,4.05
1.333333333,7.666666667,7.086666667
0.333333333,0.666666667,0.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1.333333333,1.09
23.33333333,26,16.45333333
0,0,0
0,0,0
1.333333333,3,2.323333333
0,0,0
0,0,0
14.66666667,37,29.79333333
0,0,0
0,0,0
0,0,0
2.666666667,3.333333333,2.49
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.666666667,6.333333333,3.52
0.333333333,2,1.833333333
0.666666667,3.333333333,3.32
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1,0.99
0,0,0
1.333333333,13.33333333,12.13333333
0,0,0
0,0,0
0.333333333,0.333333333,0.333333333
3.333333333,21.33333333,19.12
3,8.666666667,6.056666667
0.333333333,0.333333333,0.11
2,18.66666667,17.8
0,0,0
0,0,0
0,0,0
0.666666667,5.333333333,4.983333333
3,21.66666667,20.07666667
0,0,0
0,0,0
0,0,0
0,0,0
4.666666667,13.33333333,10.22666667
0,0,0
0,0,0
5.666666667,13.66666667,10.94666667
0,0,0
0,0,0
0,0,0
1,2,1.383333333
0.666666667,3.333333333,3.053333333
0.666666667,2,1.443333333
0,0,0
0,0,0
0,0,0
0,0,0
37.33333333,153.3333333,135.1833333
0,0,0
0,0,0
0,0,0
4.333333333,6,3.566666667
0,0,0
2,4,2.453333333
0,0,0
0,0,0
0.666666667,13,12.68333333
41.66666667,60,36.23333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.56
0.333333333,0.333333333,0.293333333
2.666666667,21.33333333,19.59333333
1.666666667,3,2.266666667
0.666666667,2,1.85
0,0,0
0,0,0
2,23.66666667,23.05333333
0,0,0
7.666666667,15.33333333,10.76333333
0.666666667,2.333333333,2.056666667
8.666666667,18.66666667,15.3
0,0,0
0,0,0
0,0,0
8.666666667,23.66666667,18.38666667
0,0,0
0,0,0
0.333333333,1,0.993333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1,0.8
4,11.33333333,8.133333333
0,0,0
0,0,0
0.666666667,2,1.593333333
0.333333333,1,0.723333333
0,0,0
1.333333333,4.666666667,3.956666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,8.333333333,6.513333333
0.333333333,2,1.94
0,0,0
0,0,0
1,2,1.233333333
0,0,0
0.666666667,1.333333333,0.926666667
0,0,0
0,0,0
0.333333333,0.333333333,0.043333333
0,0,0
0,0,0
0,0,0
3.666666667,6.333333333,4.28
0,0,0
1.333333333,7.333333333,6.25
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1,0.696666667
2.333333333,7,5.773333333
0,0,0
0,0,0
1.333333333,1.666666667,1.07
0,0,0
5.333333333,5.333333333,2.86
0,0,0
9.666666667,13.33333333,8.293333333
0.666666667,1,0.776666667
0.666666667,4.333333333,3.86
4,19,17.35333333
0,0,0
0,0,0
3.333333333,6.666666667,5.486666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.33333333,11.66666667,7.136666667
1.333333333,1.666666667,0.796666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,0.666666667,0.05
2,9,7.663333333
0,0,0
5.666666667,7.333333333,4.136666667
0,0,0
0,0,0
4.666666667,7,5.103333333
0.333333333,0.333333333,0.156666667
0.333333333,7.666666667,7.626666667
0,0,0
0.666666667,2,1.823333333
0.333333333,13.66666667,13.46666667
0,0,0
0.333333333,5,4.756666667
0,0,0
0,0,0
9.666666667,19.66666667,15.79666667
2.333333333,5,3.576666667
0,0,0
1,1,0.41
0,0,0
0,0,0
0,0,0
2,13,12.02666667
4.333333333,6,4.403333333
1,10,9.57
0,0,0
0.666666667,0.666666667,0.113333333
0,0,0
0,0,0
1,1,0.406666667
0,0,0
0,0,0
13.66666667,18.33333333,12.08666667
0,0,0
5.333333333,7,4.74
1.333333333,3,2.573333333
0,0,0
2.333333333,7.333333333,6.566666667
5,7.333333333,5.133333333
0,0,0
0.333333333,1.666666667,1.45
0.333333333,1,0.69
0,0,0
0,0,0
3,3,1.596666667
3.666666667,7.666666667,5.6
3,17.66666667,16.40333333
0,0,0
0.666666667,0.666666667,0.19
0,0,0
0,0,0
0,0,0
2.666666667,7.666666667,6.38
0,0,0
0,0,0
1.333333333,16,15.30666667
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,3,1.443333333
0,0,0
0,0,0
1,2.666666667,2.126666667
7,8,5.59
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,2,1.893333333
0,0,0
0,0,0
4.666666667,9.666666667,7.183333333
0,0,0
0,0,0
1.666666667,1.666666667,1.31
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.333333333,19.66666667,16.52666667
0,0,0
0,0,0
0.333333333,0.333333333,0.176666667
0,0,0
0,0,0
0.666666667,4.333333333,4.016666667
9.666666667,20.33333333,15.79666667
1,2.666666667,2.06
0,0,0
0,0,0
1.333333333,1.666666667,0.573333333
0,0,0
0,0,0
0,0,0
12.33333333,17,11.14333333
3,21,19.34333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.233333333
1,3.666666667,3.243333333
4.666666667,5.333333333,2.793333333
2.333333333,4.666666667,2.766666667
0,0,0
0,0,0
4,60.66666667,58.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
34.33333333,94,75.80333333
0,0,0
0.666666667,1,0.45
2,2,0.293333333
0,0,0
1,12.33333333,11.64333333
0,0,0
1,2,1.316666667
0,0,0
0,0,0
0.666666667,0.666666667,0.493333333
0,0,0
28,54.66666667,41.40666667
0,0,0
0,0,0
3,3.333333333,1.636666667
0,0,0
0.666666667,4,3.613333333
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,1.666666667,1.44
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.456666667
1,25.33333333,24.96
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.333333333,7.333333333,5.866666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.333333333,3.333333333,2.38
0,0,0
0,0,0
0,0,0
0.333333333,3,2.826666667
0,0,0
0,0,0
13,20,13.96
2,2.333333333,1.343333333
0,0,0
7.333333333,24,20.03666667
0,0,0
1.333333333,1.333333333,0.51
0,0,0
0,0,0
0,0,0
0,0,0
2.333333333,4.333333333,3.073333333
0,0,0
0,0,0
0,0,0
26.66666667,30.66666667,16.40666667
0,0,0
1,19.33333333,18.90333333
0.666666667,4.666666667,4.216666667
0,0,0
0,0,0
2.666666667,3,1.783333333
4.333333333,8,5.693333333
3.333333333,5,2.55
1.333333333,1.666666667,1.206666667
0,0,0
0,0,0
0,0,0
0,0,0
2,17.33333333,16.30333333
0,0,0
0.333333333,5.333333333,5.083333333
0,0,0
0,0,0
1,1.333333333,0.84
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,1.666666667,0.78
0.666666667,0.666666667,0.056666667
1,13,12.74
0,0,0
0.666666667,4,3.486666667
0,0,0
0,0,0
0,0,0
0.666666667,4.666666667,4.4
0,0,0
16.33333333,53,43.69333333
0,0,0
0,0,0
0,0,0
0.666666667,4,3.513333333
0,0,0
0,0,0
0,0,0
3,15,13.76666667
1.333333333,2.333333333,1.62
8.333333333,49.33333333,45.12333333
3.666666667,3.666666667,1.683333333
5.333333333,5.333333333,2.246666667
0,0,0
0,0,0
6.333333333,9.333333333,5.603333333
0,0,0
0,0,0
1,1,0.81
0,0,0
0.333333333,0.333333333,0.14
0.333333333,0.333333333,0.06
0,0,0
0,0,0
0.666666667,0.666666667,0.343333333
1,4.333333333,3.633333333
0,0,0
0,0,0
3.333333333,23.33333333,21.06333333
0.333333333,1.666666667,1.626666667
0,0,0
2.666666667,3,2.016666667
0,0,0
0,0,0
0,0,0
1.666666667,1.666666667,0.946666667
0.666666667,1,0.47
0,0,0
0.333333333,0.666666667,0.416666667
4.333333333,23,20.4
0,0,0
0,0,0
1.666666667,1.666666667,0.883333333
0,0,0
0,0,0
0.333333333,0.666666667,0.533333333
3.333333333,21,19.28333333
0,0,0
1.666666667,4.333333333,3.663333333
0,0,0
0,0,0
0,0,0
0,0,0
2,2,0.513333333
0,0,0
0.333333333,0.333333333,0.116666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.29
0,0,0
0,0,0
0,0,0
0,0,0
4.666666667,7.666666667,5.84
0,0,0
0,0,0
0.333333333,2.666666667,2.5
0,0,0
0,0,0
3.666666667,12.33333333,10.85333333
1.666666667,14.33333333,13.10333333
0,0,0
5.333333333,15.66666667,12.2
0.666666667,2.666666667,2.59
0,0,0
0,0,0
0.333333333,0.333333333,0.256666667
1,7,6.393333333
0,0,0
0,0,0
12,20.66666667,14.01666667
0.333333333,1.666666667,1.46
0,0,0
2.333333333,2.333333333,1.016666667
0,0,0
0,0,0
1.666666667,3.666666667,2.983333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,3.333333333,2.866666667
8.666666667,28.66666667,24.35
0,0,0
0,0,0
1,1.333333333,0.783333333
0,0,0
0.333333333,1,0.856666667
0,0,0
0,0,0
0,0,0
0,0,0
2,3.666666667,2.713333333
0,0,0
0,0,0
0.333333333,1,0.69
0,0,0
4,16,14.42333333
0,0,0
0,0,0
4,23.66666667,21.36666667
0,0,0
0.666666667,1.333333333,0.79
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,5.666666667,5.343333333
0,0,0
0,0,0
0.666666667,12.66666667,12.32333333
0,0,0
0,0,0
0,0,0
4,13,10.75333333
12.66666667,32.33333333,24.70666667
0,0,0
13.33333333,19.33333333,14.88
1.333333333,1.666666667,0.73
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.333333333,8,5.156666667
25.33333333,52,40.42333333
1,3,2.383333333
0,0,0
3,38.66666667,37.02666667
0,0,0
0,0,0
6,16.33333333,13.21
0,0,0
0,0,0
0.666666667,1,0.71
16.33333333,42.33333333,34.42666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.44
0.333333333,5,4.673333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.666666667,2.666666667,2.2
5,35,31.92
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.333333333,0.106666667
0,0,0
0,0,0
3,4,2.333333333
0.666666667,12.33333333,11.96666667
7.333333333,8.333333333,5.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.666666667,9.333333333,7.973333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,37.33333333,36.6
7,15.66666667,11.81
0,0,0
0,0,0
0,0,0
3,3,1.483333333
0,0,0
0.333333333,0.333333333,0.26
0.333333333,29,28.89
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
15,27.33333333,20.23666667
0,0,0
0,0,0
0,0,0
4.666666667,4.666666667,2.386666667
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.34
0,0,0
9,9,6.333333333
1,1.666666667,1.306666667
0,0,0
0.333333333,0.333333333,0.056666667
0,0,0
0.666666667,1.333333333,1.133333333
0,0,0
0,0,0
3.333333333,6,4.516666667
0,0,0
0,0,0
0,0,0
0.666666667,1.333333333,0.903333333
0,0,0
3.333333333,19.33333333,17.92666667
0,0,0
21,25.33333333,17.11
5,10.66666667,8.65
0,0,0
1.666666667,10,9.556666667
0,0,0
0,0,0
0.333333333,0.666666667,0.543333333
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0.88
12.33333333,58,51.72333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1.666666667,0.833333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.666666667,13,9.936666667
0,0,0
1.333333333,1.333333333,0.733333333
0.333333333,1.333333333,1.243333333
0,0,0
0,0,0
1.666666667,3,2.133333333
0,0,0
0,0,0
1.666666667,13.33333333,12.25
0,0,0
0.666666667,1.666666667,1.07
1.333333333,3.333333333,2.506666667
2,12.66666667,10.98666667
7,30.66666667,27.2
0,0,0
0,0,0
11,13.66666667,5.676666667
0,0,0
5.666666667,18.33333333,15.51
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,1,0.943333333
0,0,0
1,13.33333333,12.78
2.666666667,17.66666667,15.67333333
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,2.666666667,1.633333333
0.333333333,0.333333333,0.06
0,0,0
0,0,0
0,0,0
0.333333333,2.333333333,2.16
0,0,0
0,0,0
0.333333333,0.333333333,0.016666667
0,0,0
0,0,0
3.666666667,4.333333333,3.16
0.333333333,0.666666667,0.623333333
1.666666667,3.666666667,2.646666667
0,0,0
0,0,0
2,11,9.966666667
0,0,0
2.666666667,3.333333333,1.733333333
1,4.333333333,3.733333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.666666667,7.666666667,7.073333333
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.333333333,0.666666667,0.426666667
0,0,0
0.333333333,1,0.973333333
0,0,0
0,0,0
0.333333333,2,1.823333333
0,0,0
1.666666667,13,12.18333333
0,0,0
2,12.33333333,11.21666667
0,0,0
0,0,0
0.333333333,1,0.956666667
0.333333333,4,3.816666667
0,0,0
2.333333333,2.333333333,1.396666667
0,0,0
0.666666667,0.666666667,0.066666667
3.333333333,9,7.36
0,0,0
