Customer_info$Customer.Customer_ID,Product.new_cell,Product.dualband,Product.refurb_new,Product.hnd_price,Product.hnd_webcap,Product.eqpdays
1017036,N,Y,N,149.9899902,WCMB,40
1017037,U,Y,N,29.98999023,NA,775
1017038,U,Y,N,29.98999023,WC,882
1017039,U,N,N,29.98999023,NA,775
1017040,Y,Y,N,29.98999023,NA,775
1017041,Y,Y,N,29.98999023,NA,775
1017042,U,N,N,29.98999023,WC,821
1017043,U,Y,N,29.98999023,NA,698
1017044,U,N,N,29.98999023,WC,821
1017045,U,N,N,29.98999023,NA,559
1017046,Y,N,N,29.98999023,WC,674
1017047,N,Y,R,9.989997864,WC,388
1017048,U,Y,N,149.9899902,WCMB,367
1017049,N,N,N,129.9899902,WCMB,225
1017050,U,N,N,129.9899902,WCMB,278
1017051,Y,N,N,79.98999023,WC,882
1017052,U,Y,N,129.9899902,WCMB,40
1017053,N,Y,N,149.9899902,WCMB,361
1017054,N,Y,N,29.98999023,NA,713
1017055,U,N,N,29.98999023,WC,775
1017056,U,Y,R,129.9899902,WCMB,335
1017057,U,Y,N,199.9899902,WCMB,250
1017058,U,N,N,29.98999023,WC,713
1017059,U,Y,N,29.98999023,WC,821
1017060,U,Y,N,129.9899902,WCMB,556
1017061,N,N,N,29.98999023,WCMB,379
1017062,U,N,N,29.98999023,WC,821
1017063,Y,N,N,29.98999023,WC,204
1017064,U,Y,N,29.98999023,NA,775
1017065,N,N,R,79.98999023,WCMB,473
1017066,U,Y,R,39.98999023,WCMB,179
1017067,N,Y,N,129.9899902,WCMB,15
1017068,U,N,N,29.98999023,WC,712
1017069,U,Y,N,29.98999023,NA,713
1017070,U,Y,N,29.98999023,WC,775
1017071,N,Y,N,29.98999023,WC,713
1017072,Y,Y,R,129.9899902,WCMB,49
1017073,U,Y,N,29.98999023,WC,882
1017074,U,Y,N,29.98999023,WC,713
1017075,N,Y,N,149.9899902,WCMB,56
1017076,U,Y,N,199.9899902,WCMB,253
1017077,U,N,N,129.9899902,WCMB,134
1017078,N,Y,N,129.9899902,WCMB,183
1017079,U,N,N,29.98999023,WC,775
1017080,U,Y,N,59.98999023,WCMB,713
1017081,U,N,N,29.98999023,WC,713
1017082,U,T,N,99.98999023,WCMB,185
1017083,Y,Y,N,149.9899902,WCMB,22
1017084,U,Y,N,29.98999023,NA,821
1017085,U,Y,N,29.98999023,NA,713
1017086,U,Y,R,99.98999023,WCMB,250
1017087,U,Y,N,59.98999023,WCMB,335
1017088,U,N,N,129.9899902,WCMB,149
1017089,U,N,N,29.98999023,NA,591
1017090,U,N,N,29.98999023,WC,821
1017091,N,Y,R,39.98999023,WCMB,506
1017092,Y,Y,R,39.98999023,WCMB,477
1017093,U,Y,N,29.98999023,WC,774
1017094,Y,Y,N,129.9899902,WCMB,359
1017095,U,N,R,9.989997864,WC,570
1017096,U,Y,R,99.98999023,WCMB,332
1017097,N,Y,N,199.9899902,WCMB,47
1017098,Y,Y,N,149.9899902,WCMB,165
1017099,U,Y,N,29.98999023,NA,820
1017100,U,N,N,29.98999023,NA,881
1017101,U,Y,N,29.98999023,WC,820
1017102,Y,N,N,29.98999023,WC,712
1017103,N,Y,R,129.9899902,WCMB,245
1017104,U,Y,N,29.98999023,NA,670
1017105,N,Y,N,59.98999023,WCMB,881
1017106,Y,Y,N,29.98999023,WC,820
1017107,N,Y,N,59.98999023,WCMB,584
1017108,Y,N,N,29.98999023,WC,712
1017109,U,Y,R,99.98999023,WCMB,266
1017110,U,N,N,29.98999023,WC,774
1017111,Y,N,N,79.98999023,WC,774
1017112,U,Y,N,149.9899902,WCMB,136
1017113,Y,T,N,199.9899902,WCMB,113
1017114,N,N,R,29.98999023,WC,242
1017115,Y,T,N,199.9899902,WCMB,7
1017116,Y,Y,R,99.98999023,WCMB,41
1017117,U,N,N,79.98999023,WC,712
1017118,U,Y,N,29.98999023,NA,881
1017119,Y,Y,N,29.98999023,WC,820
1017120,N,Y,N,149.9899902,WCMB,361
1017121,U,Y,N,29.98999023,WC,820
1017122,N,Y,N,29.98999023,NA,774
1017123,U,Y,N,59.98999023,WCMB,766
1017124,U,N,N,29.98999023,WC,820
1017125,U,Y,N,29.98999023,WC,881
1017126,N,N,N,129.9899902,WCMB,192
1017127,U,N,N,129.9899902,WCMB,406
1017128,Y,Y,N,199.9899902,WCMB,221
1017129,U,N,N,29.98999023,WC,881
1017130,U,N,N,129.9899902,WCMB,265
1017131,N,Y,N,149.9899902,WCMB,75
1017132,U,Y,N,29.98999023,NA,774
1017133,Y,Y,N,199.9899902,WCMB,412
1017134,N,N,N,129.9899902,WCMB,45
1017135,Y,Y,N,29.98999023,WC,68
1017136,U,Y,N,29.98999023,WC,820
1017137,N,Y,R,39.98999023,WCMB,774
1017138,U,Y,N,129.9899902,WCMB,387
1017139,U,Y,N,29.98999023,NA,673
1017140,Y,N,N,29.98999023,WC,385
1017141,U,Y,N,149.9899902,WCMB,52
1017142,U,Y,R,79.98999023,WCMB,221
1017143,U,Y,N,199.9899902,WCMB,206
1017144,N,Y,N,149.9899902,WCMB,181
1017145,U,Y,N,29.98999023,NA,712
1017146,Y,Y,N,59.98999023,WCMB,696
1017147,Y,N,N,29.98999023,NA,712
1017148,N,Y,N,199.9899902,WCMB,1
1017149,U,Y,N,59.98999023,WCMB,712
1017150,U,N,R,29.98999023,WC,222
1017151,U,Y,N,29.98999023,WC,774
1017152,N,N,N,29.98999023,WC,712
1017153,U,N,N,129.9899902,WCMB,296
1017154,U,Y,N,29.98999023,NA,712
1017155,U,Y,N,29.98999023,NA,774
1017156,N,Y,N,29.98999023,WC,712
1017157,U,Y,R,9.989997864,NA,203
1017158,U,Y,N,79.98999023,WCMB,693
1017159,Y,N,N,29.98999023,WCMB,567
1017160,U,N,N,29.98999023,WC,881
1017161,Y,N,N,29.98999023,NA,229
1017162,U,N,N,29.98999023,WC,407
1017163,U,N,N,29.98999023,WC,712
1017164,Y,Y,N,149.9899902,WCMB,682
1017165,U,Y,N,129.9899902,WCMB,428
1017166,N,N,R,9.989997864,WC,404
1017167,U,N,N,29.98999023,WC,712
1017168,U,Y,N,129.9899902,WCMB,101
1017169,U,Y,N,29.98999023,NA,712
1017170,U,N,N,129.9899902,WCMB,91
1017171,Y,Y,R,29.98999023,WCMB,255
1017172,U,Y,N,29.98999023,NA,478
1017173,Y,Y,N,29.98999023,NA,712
1017174,Y,N,R,9.989997864,WCMB,356
1017175,Y,Y,N,149.9899902,WCMB,198
1017176,U,Y,N,199.9899902,WCMB,125
1017177,U,N,N,29.98999023,WC,774
1017178,N,Y,N,79.98999023,WCMB,300
1017179,U,N,N,29.98999023,WC,819
1017180,U,Y,N,129.9899902,WCMB,661
1017181,U,Y,N,29.98999023,NA,880
1017182,U,Y,N,59.98999023,WCMB,773
1017183,N,N,N,29.98999023,WC,154
1017184,U,Y,N,149.9899902,WCMB,262
1017185,Y,Y,N,29.98999023,WC,880
1017186,U,Y,N,29.98999023,WC,773
1017187,U,Y,N,29.98999023,NA,773
1017188,N,N,N,29.98999023,NA,711
1017189,N,Y,N,29.98999023,NA,711
1017190,U,Y,R,99.98999023,WCMB,129
1017191,U,Y,N,29.98999023,NA,880
1017192,U,Y,N,129.9899902,WCMB,288
1017193,U,Y,N,199.9899902,WCMB,507
1017194,N,Y,N,29.98999023,WC,880
1017195,U,Y,N,29.98999023,NA,711
1017196,U,N,R,9.989997864,NA,711
1017197,U,Y,N,29.98999023,NA,773
1017198,N,Y,N,149.9899902,WCMB,200
1017199,U,N,N,79.98999023,WC,773
1017200,Y,Y,N,29.98999023,WC,880
1017201,Y,Y,R,29.98999023,WCMB,117
1017202,U,N,N,29.98999023,WC,711
1017203,U,Y,N,149.9899902,WCMB,406
1017204,N,Y,N,29.98999023,NA,880
1017205,U,Y,N,149.9899902,WCMB,325
1017206,N,N,N,129.9899902,WCMB,38
1017207,Y,Y,N,29.98999023,NA,711
1017208,N,N,N,29.98999023,WC,819
1017209,N,Y,N,149.9899902,WCMB,91
1017210,Y,Y,N,29.98999023,NA,819
1017211,U,Y,R,129.9899902,WCMB,50
1017212,U,Y,N,29.98999023,NA,880
1017213,U,Y,N,149.9899902,WCMB,415
1017214,N,Y,N,129.9899902,WCMB,452
1017215,U,N,N,29.98999023,NA,773
1017216,U,N,N,29.98999023,WC,819
1017217,Y,N,N,59.98999023,WC,711
1017218,Y,Y,N,149.9899902,WCMB,26
1017219,U,N,N,129.9899902,WCMB,215
1017220,U,Y,N,79.98999023,WCMB,173
1017221,U,N,N,399.9899902,WCMB,203
1017222,U,Y,N,149.9899902,WCMB,460
1017223,U,Y,N,129.9899902,WCMB,408
1017224,Y,N,N,29.98999023,WC,819
1017225,U,Y,N,29.98999023,WC,773
1017226,Y,Y,N,149.9899902,WCMB,203
1017227,U,Y,N,59.98999023,WCMB,880
1017228,N,Y,N,29.98999023,NA,819
1017229,Y,N,N,29.98999023,WC,711
1017230,U,N,N,29.98999023,WC,880
1017231,U,Y,N,29.98999023,NA,630
1017232,U,Y,N,29.98999023,NA,880
1017233,U,N,N,29.98999023,WC,773
1017234,N,Y,N,29.98999023,NA,717
1017235,Y,Y,N,29.98999023,NA,880
1017236,Y,Y,N,59.98999023,WCMB,697
1017237,N,Y,N,149.9899902,WCMB,406
1017238,U,N,N,29.98999023,NA,773
1017239,U,Y,N,29.98999023,NA,773
1017240,U,Y,N,29.98999023,NA,711
1017241,U,Y,R,99.98999023,WCMB,233
1017242,U,Y,N,149.9899902,WCMB,328
1017243,U,Y,N,149.9899902,WCMB,241
1017244,U,Y,N,29.98999023,NA,819
1017245,U,Y,N,29.98999023,WC,711
1017246,U,Y,N,59.98999023,WCMB,819
1017247,Y,Y,N,149.9899902,WCMB,531
1017248,U,Y,R,99.98999023,WCMB,154
1017249,U,Y,N,29.98999023,NA,773
1017250,U,Y,N,29.98999023,WC,819
1017251,U,Y,N,29.98999023,NA,711
1017252,U,N,N,29.98999023,NA,711
1017253,U,Y,N,29.98999023,NA,819
1017254,U,Y,R,99.98999023,WCMB,298
1017255,U,Y,N,59.98999023,WCMB,711
1017256,N,N,N,29.98999023,WC,819
1017257,U,Y,N,199.9899902,WCMB,163
1017258,Y,N,N,29.98999023,WC,710
1017259,U,N,N,79.98999023,WC,818
1017260,U,Y,N,29.98999023,WC,710
1017261,U,Y,N,79.98999023,WCMB,152
1017262,Y,Y,N,29.98999023,NA,710
1017263,Y,Y,R,79.98999023,WCMB,10
1017264,U,Y,N,29.98999023,NA,879
1017265,Y,N,N,29.98999023,WC,772
1017266,U,N,N,29.98999023,WC,879
1017267,U,N,N,29.98999023,NA,662
1017268,N,N,R,29.98999023,WC,447
1017269,Y,N,N,29.98999023,NA,772
1017270,U,Y,N,129.9899902,WCMB,42
1017271,U,Y,N,199.9899902,WCMB,444
1017272,N,Y,N,29.98999023,NA,879
1017273,N,Y,N,29.98999023,WC,879
1017274,Y,N,N,79.98999023,WC,818
1017275,U,Y,N,29.98999023,NA,772
1017276,N,N,N,129.9899902,WCMB,172
1017277,U,Y,R,99.98999023,WCMB,173
1017278,U,Y,N,79.98999023,WCMB,467
1017279,U,Y,N,29.98999023,NA,772
1017280,N,Y,R,79.98999023,WCMB,246
1017281,Y,N,N,129.9899902,WCMB,374
1017282,Y,Y,N,199.9899902,WCMB,512
1017283,U,N,N,29.98999023,NA,710
1017284,U,Y,R,9.989997864,NA,478
1017285,U,N,N,29.98999023,NA,710
1017286,Y,N,N,29.98999023,WC,710
1017287,U,Y,N,29.98999023,WC,772
1017288,U,N,N,29.98999023,WCMB,138
1017289,Y,Y,N,29.98999023,NA,710
1017290,U,Y,N,29.98999023,NA,879
1017291,U,Y,N,59.98999023,WCMB,878
1017292,U,Y,N,129.9899902,WCMB,533
1017293,Y,Y,N,29.98999023,NA,772
1017294,N,Y,N,129.9899902,WCMB,112
1017295,U,Y,N,29.98999023,NA,710
1017296,U,Y,N,199.9899902,WCMB,289
1017297,N,N,N,29.98999023,WC,264
1017298,Y,Y,N,149.9899902,WCMB,120
1017299,U,N,N,29.98999023,NA,530
1017300,U,Y,N,129.9899902,WCMB,396
1017301,U,Y,N,29.98999023,WC,818
1017302,U,N,N,29.98999023,WC,772
1017303,N,Y,N,29.98999023,NA,669
1017304,N,Y,N,29.98999023,WC,818
1017305,N,Y,N,29.98999023,NA,772
1017306,N,Y,N,199.9899902,WCMB,52
1017307,U,Y,N,29.98999023,NA,15
1017308,U,N,N,29.98999023,WC,448
1017309,U,Y,N,59.98999023,WCMB,603
1017310,U,N,N,129.9899902,WCMB,336
1017311,U,N,N,129.9899902,WCMB,44
1017312,U,N,N,29.98999023,WC,879
1017313,Y,Y,N,59.98999023,WCMB,464
1017314,Y,Y,N,149.9899902,WCMB,376
1017315,Y,Y,R,79.98999023,WCMB,3
1017316,Y,Y,N,59.98999023,WCMB,772
1017317,U,Y,R,129.9899902,WCMB,71
1017318,U,N,N,129.9899902,WCMB,388
1017319,U,Y,N,149.9899902,WCMB,221
1017320,Y,N,N,29.98999023,WC,818
1017321,U,Y,N,199.9899902,WCMB,170
1017322,U,Y,N,29.98999023,NA,710
1017323,U,Y,N,59.98999023,WCMB,879
1017324,Y,N,N,29.98999023,NA,710
1017325,N,Y,N,29.98999023,NA,347
1017326,Y,Y,N,29.98999023,WC,818
1017327,U,Y,N,59.98999023,WCMB,87
1017328,N,Y,R,99.98999023,WCMB,241
1017329,U,N,N,29.98999023,WCMB,260
1017330,N,Y,N,129.9899902,WCMB,302
1017331,U,Y,N,29.98999023,NA,709
1017332,Y,N,N,79.98999023,WC,817
1017333,U,N,N,29.98999023,WC,706
1017334,U,Y,N,59.98999023,WCMB,303
1017335,U,Y,N,59.98999023,WCMB,600
1017336,U,N,N,29.98999023,WC,346
1017337,U,Y,N,79.98999023,WCMB,331
1017338,Y,Y,N,79.98999023,WCMB,671
1017339,N,N,R,9.989997864,WC,371
1017340,U,N,R,9.989997864,WC,817
1017341,U,Y,N,29.98999023,NA,771
1017342,Y,N,R,29.98999023,WC,441
1017343,Y,N,N,29.98999023,WC,817
1017344,U,Y,N,29.98999023,NA,878
1017345,U,Y,N,59.98999023,WCMB,817
1017346,Y,T,N,199.9899902,WCMB,141
1017347,U,Y,N,199.9899902,WCMB,288
1017348,Y,Y,R,129.9899902,WCMB,16
1017349,U,N,N,79.98999023,WC,709
1017350,U,Y,N,79.98999023,WCMB,455
1017351,Y,Y,N,29.98999023,NA,709
1017352,U,Y,N,29.98999023,NA,771
1017353,N,Y,N,29.98999023,NA,878
1017354,Y,N,N,29.98999023,NA,878
1017355,N,N,N,29.98999023,WC,771
1017356,Y,Y,N,199.9899902,WCMB,86
1017357,Y,N,N,29.98999023,WC,817
1017358,Y,Y,N,29.98999023,WC,709
1017359,N,Y,N,59.98999023,WCMB,878
1017360,U,Y,N,79.98999023,WCMB,286
1017361,Y,Y,N,149.9899902,WCMB,53
1017362,U,Y,N,59.98999023,WCMB,320
1017363,N,Y,R,129.9899902,WCMB,75
1017364,U,Y,N,149.9899902,WCMB,148
1017365,U,Y,N,29.98999023,NA,878
1017366,Y,N,N,29.98999023,WC,73
1017367,N,Y,N,149.9899902,WCMB,182
1017368,U,N,N,29.98999023,WC,709
1017369,U,Y,N,59.98999023,WCMB,820
1017370,Y,T,N,199.9899902,WCMB,66
1017371,U,Y,N,29.98999023,NA,817
1017372,N,N,N,29.98999023,WC,771
1017373,N,N,N,129.9899902,WCMB,206
1017374,U,Y,N,29.98999023,WC,709
1017375,U,N,N,29.98999023,WC,523
1017376,N,Y,N,29.98999023,WC,817
1017377,U,Y,N,59.98999023,WCMB,359
1017378,U,N,N,29.98999023,WC,709
1017379,U,Y,N,29.98999023,NA,771
1017380,U,Y,N,59.98999023,WCMB,709
1017381,U,N,N,29.98999023,NA,817
1017382,Y,T,N,199.9899902,WCMB,26
1017383,U,Y,N,29.98999023,WC,480
1017384,U,N,N,29.98999023,WC,709
1017385,U,Y,R,9.989997864,NA,567
1017386,U,N,N,59.98999023,WC,878
1017387,U,N,N,29.98999023,WC,771
1017388,U,Y,N,199.9899902,WCMB,504
1017389,U,Y,N,29.98999023,NA,709
1017390,U,Y,R,29.98999023,WCMB,209
1017391,U,Y,R,29.98999023,WCMB,310
1017392,U,Y,R,99.98999023,WCMB,177
1017393,U,N,N,29.98999023,WC,771
1017394,Y,N,N,29.98999023,WC,771
1017395,U,Y,N,149.9899902,WCMB,717
1017396,U,N,N,29.98999023,WC,432
1017397,Y,Y,N,129.9899902,WCMB,513
1017398,U,Y,N,29.98999023,NA,878
1017399,Y,T,N,99.98999023,WCMB,205
1017400,N,Y,R,9.989997864,WC,190
1017401,U,N,N,29.98999023,WC,770
1017402,U,N,N,29.98999023,WC,708
1017403,U,Y,N,199.9899902,WCMB,145
1017404,U,Y,N,29.98999023,WC,816
1017405,U,N,N,29.98999023,WC,770
1017406,N,Y,R,9.989997864,NA,513
1017407,U,N,N,29.98999023,NA,877
1017408,U,N,N,129.9899902,WCMB,153
1017409,U,N,N,29.98999023,WC,707
1017410,N,Y,R,79.98999023,WCMB,151
1017411,N,N,N,79.98999023,WC,816
1017412,U,N,N,29.98999023,WC,708
1017413,Y,Y,R,79.98999023,WCMB,173
1017414,Y,Y,N,149.9899902,WCMB,148
1017415,U,Y,R,9.989997864,WC,867
1017416,U,N,N,29.98999023,WC,877
1017417,N,N,N,79.98999023,WC,708
1017418,U,N,N,29.98999023,WC,877
1017419,U,N,N,29.98999023,WC,269
1017420,U,N,N,129.9899902,WCMB,96
1017421,Y,Y,R,99.98999023,WCMB,124
1017422,U,N,N,29.98999023,WC,816
1017423,U,Y,N,149.9899902,WCMB,415
1017424,N,Y,N,149.9899902,WCMB,17
1017425,N,Y,N,29.98999023,NA,708
1017426,Y,N,N,29.98999023,WC,708
1017427,U,Y,N,29.98999023,WC,708
1017428,U,N,N,NA,WC,7
1017429,Y,Y,N,199.9899902,WCMB,183
1017430,U,N,N,79.98999023,WC,816
1017431,N,Y,N,29.98999023,NA,708
1017432,Y,Y,N,129.9899902,WCMB,345
1017433,N,Y,N,29.98999023,NA,816
1017434,Y,Y,N,29.98999023,NA,877
1017435,N,T,N,99.98999023,WCMB,163
1017436,N,Y,N,199.9899902,WCMB,314
1017437,U,Y,N,59.98999023,WCMB,300
1017438,U,Y,N,29.98999023,NA,816
1017439,U,Y,N,199.9899902,WCMB,348
1017440,N,Y,N,29.98999023,NA,708
1017441,N,Y,N,149.9899902,WCMB,26
1017442,U,Y,N,149.9899902,WCMB,207
1017443,U,N,N,79.98999023,WC,770
1017444,N,N,R,29.98999023,WC,136
1017445,U,Y,N,149.9899902,WCMB,361
1017446,U,N,R,9.989997864,NA,21
1017447,U,Y,R,9.989997864,NA,402
1017448,N,Y,N,29.98999023,WC,220
1017449,U,N,R,29.98999023,WC,85
1017450,N,N,N,29.98999023,WC,877
1017451,Y,N,N,29.98999023,NA,876
1017452,U,N,N,29.98999023,WC,770
1017453,U,N,N,29.98999023,NA,770
1017454,N,Y,N,29.98999023,WC,816
1017455,U,N,N,29.98999023,NA,630
1017456,U,Y,R,99.98999023,WCMB,124
1017457,U,Y,N,199.9899902,WCMB,238
1017458,N,Y,N,149.9899902,WCMB,315
1017459,U,N,N,29.98999023,WC,708
1017460,U,Y,R,99.98999023,WCMB,-3
1017461,U,N,N,29.98999023,WC,708
1017462,U,Y,N,29.98999023,NA,267
1017463,N,Y,N,29.98999023,NA,708
1017464,U,Y,N,29.98999023,WC,708
1017465,Y,Y,N,29.98999023,NA,877
1017466,U,Y,N,29.98999023,NA,877
1017467,U,N,N,79.98999023,WC,708
1017468,U,N,N,29.98999023,WC,876
1017469,U,Y,R,29.98999023,WCMB,282
1017470,U,N,N,NA,WC,407
1017471,U,N,N,29.98999023,WC,769
1017472,U,N,N,29.98999023,NA,815
1017473,U,N,N,29.98999023,NA,769
1017474,U,Y,N,199.9899902,WCMB,453
1017475,U,N,N,29.98999023,WC,707
1017476,U,Y,R,39.98999023,WCMB,308
1017477,U,Y,N,59.98999023,WCMB,127
1017478,N,Y,N,149.9899902,WCMB,151
1017479,U,N,N,29.98999023,WC,815
1017480,U,Y,N,59.98999023,WCMB,337
1017481,N,Y,N,29.98999023,NA,19
1017482,N,N,N,29.98999023,WC,815
1017483,Y,Y,N,149.9899902,WCMB,270
1017484,Y,N,N,29.98999023,NA,815
1017485,Y,N,N,79.98999023,WC,876
1017486,U,Y,N,149.9899902,WCMB,680
1017487,U,N,N,29.98999023,WC,815
1017488,N,Y,R,9.989997864,WC,290
1017489,U,N,N,29.98999023,WC,815
1017490,U,N,N,29.98999023,WC,815
1017491,N,N,N,29.98999023,WC,707
1017492,U,Y,N,29.98999023,NA,747
1017493,Y,Y,N,149.9899902,WCMB,228
1017494,U,N,N,129.9899902,WCMB,335
1017495,U,Y,N,149.9899902,WCMB,151
1017496,Y,T,N,199.9899902,WCMB,19
1017497,U,Y,N,149.9899902,WCMB,15
1017498,U,Y,N,29.98999023,NA,643
1017499,U,Y,N,149.9899902,WCMB,227
1017500,Y,N,N,29.98999023,NA,815
1017501,Y,T,N,99.98999023,WCMB,196
1017502,Y,Y,N,129.9899902,WCMB,677
1017503,Y,N,N,29.98999023,NA,28
1017504,N,Y,N,199.9899902,WCMB,264
1017505,U,N,N,29.98999023,WC,707
1017506,Y,Y,R,99.98999023,WCMB,29
1017507,Y,Y,N,29.98999023,NA,795
1017508,U,N,N,29.98999023,WC,815
1017509,U,N,N,29.98999023,WC,769
1017510,U,N,N,29.98999023,WC,707
1017511,U,Y,N,29.98999023,NA,876
1017512,N,Y,N,29.98999023,WC,160
1017513,U,Y,N,199.9899902,WCMB,33
1017514,N,Y,N,59.98999023,WCMB,707
1017515,Y,Y,N,79.98999023,WCMB,200
1017516,U,Y,R,79.98999023,WCMB,185
1017517,Y,N,N,29.98999023,WC,876
1017518,Y,Y,N,149.9899902,WCMB,149
1017519,Y,N,N,29.98999023,NA,876
1017520,N,N,N,29.98999023,WC,707
1017521,U,N,N,29.98999023,WC,769
1017522,U,Y,N,149.9899902,WCMB,85
1017523,U,Y,N,29.98999023,NA,815
1017524,N,Y,N,199.9899902,WCMB,103
1017525,U,N,N,29.98999023,WC,769
1017526,N,Y,R,29.98999023,WCMB,15
1017527,U,N,N,29.98999023,WC,707
1017528,U,N,N,29.98999023,WC,707
1017529,Y,Y,N,199.9899902,WCMB,136
1017530,U,Y,N,149.9899902,WCMB,432
1017531,U,N,N,29.98999023,NA,769
1017532,U,N,N,29.98999023,WC,500
1017533,U,Y,R,129.9899902,WCMB,116
1017534,U,Y,N,29.98999023,NA,707
1017535,U,Y,N,29.98999023,WC,876
1017536,U,Y,N,29.98999023,NA,769
1017537,U,N,N,29.98999023,WC,863
1017538,N,Y,R,9.989997864,NA,435
1017539,U,Y,N,129.9899902,WCMB,80
1017540,Y,N,N,29.98999023,WC,860
1017541,U,Y,N,59.98999023,WCMB,769
1017542,U,N,N,29.98999023,WC,769
1017543,U,N,N,29.98999023,WC,755
1017544,Y,Y,N,29.98999023,NA,815
1017545,Y,Y,N,29.98999023,WC,876
1017546,U,Y,N,29.98999023,WC,707
1017547,N,Y,N,59.98999023,WCMB,769
1017548,U,N,N,129.9899902,WCMB,202
1017549,N,N,N,79.98999023,WC,328
1017550,N,Y,N,29.98999023,WC,707
1017551,U,N,N,29.98999023,WC,706
1017552,U,N,N,79.98999023,WC,281
1017553,U,N,N,29.98999023,WC,814
1017554,U,N,N,29.98999023,WC,706
1017555,U,N,N,29.98999023,WC,706
1017556,U,Y,N,59.98999023,WCMB,440
1017557,U,Y,N,29.98999023,NA,814
1017558,U,N,N,29.98999023,WC,706
1017559,U,N,N,79.98999023,WC,706
1017560,U,Y,N,79.98999023,WCMB,89
1017561,N,Y,N,59.98999023,WCMB,768
1017562,U,N,N,79.98999023,WC,706
1017563,N,Y,N,149.9899902,WCMB,478
1017564,N,Y,N,59.98999023,WCMB,635
1017565,Y,Y,N,29.98999023,NA,810
1017566,U,Y,N,29.98999023,NA,768
1017567,N,Y,N,59.98999023,WCMB,267
1017568,Y,N,N,29.98999023,NA,577
1017569,U,Y,R,79.98999023,WCMB,300
1017570,U,N,N,29.98999023,WC,875
1017571,U,N,N,29.98999023,WC,875
1017572,N,N,R,79.98999023,WCMB,150
1017573,U,Y,N,149.9899902,WCMB,56
1017574,Y,Y,N,29.98999023,NA,814
1017575,U,Y,N,29.98999023,WC,706
1017576,U,Y,R,129.9899902,WCMB,103
1017577,U,N,N,29.98999023,WC,768
1017578,U,N,N,129.9899902,WCMB,427
1017579,U,N,N,129.9899902,WCMB,400
1017580,Y,N,N,NA,WC,25
1017581,U,Y,N,29.98999023,WC,875
1017582,Y,N,N,29.98999023,WC,766
1017583,N,N,N,79.98999023,WC,706
1017584,U,Y,N,149.9899902,WCMB,495
1017585,Y,N,N,29.98999023,WC,814
1017586,Y,Y,N,29.98999023,NA,768
1017587,Y,Y,N,129.9899902,WCMB,94
1017588,U,N,R,9.989997864,WC,132
1017589,U,Y,N,199.9899902,WCMB,397
1017590,N,Y,N,29.98999023,WC,706
1017591,U,Y,R,99.98999023,WCMB,160
1017592,U,Y,N,29.98999023,NA,875
1017593,U,Y,N,149.9899902,WCMB,456
1017594,U,Y,N,29.98999023,NA,875
1017595,Y,N,N,29.98999023,WC,706
1017596,U,Y,N,29.98999023,NA,706
1017597,U,Y,R,9.989997864,NA,330
1017598,U,Y,N,29.98999023,WC,645
1017599,U,Y,N,29.98999023,NA,416
1017600,U,Y,R,29.98999023,WCMB,214
1017601,U,Y,N,29.98999023,NA,814
1017602,U,N,N,29.98999023,WC,875
1017603,U,Y,N,149.9899902,WCMB,12
1017604,N,Y,N,149.9899902,WCMB,471
1017605,Y,Y,N,29.98999023,NA,768
1017606,U,Y,N,29.98999023,WC,875
1017607,N,N,N,79.98999023,WC,768
1017608,U,N,N,29.98999023,WC,795
1017609,U,Y,N,29.98999023,NA,875
1017610,Y,N,N,29.98999023,WC,768
1017611,Y,Y,N,29.98999023,NA,875
1017612,N,N,N,79.98999023,WC,706
1017613,N,T,N,199.9899902,WCMB,74
1017614,U,N,N,29.98999023,WC,814
1017615,Y,Y,N,199.9899902,WCMB,367
1017616,U,Y,R,39.98999023,WCMB,117
1017617,U,Y,N,59.98999023,WCMB,783
1017618,U,Y,N,29.98999023,NA,768
1017619,U,Y,N,29.98999023,NA,706
1017620,U,N,N,29.98999023,NA,813
1017621,U,Y,R,79.98999023,WCMB,372
1017622,U,N,N,29.98999023,WC,767
1017623,N,Y,R,9.989997864,NA,450
1017624,U,N,N,29.98999023,WC,705
1017625,U,N,N,129.9899902,WCMB,34
1017626,Y,Y,N,149.9899902,WCMB,65
1017627,U,N,N,29.98999023,WC,548
1017628,N,Y,N,29.98999023,NA,705
1017629,Y,Y,N,29.98999023,NA,705
1017630,U,N,N,29.98999023,WC,705
1017631,Y,Y,R,9.989997864,WC,767
1017632,U,N,N,29.98999023,WC,874
1017633,U,Y,N,29.98999023,WC,705
1017634,N,N,N,29.98999023,WC,874
1017635,U,Y,N,29.98999023,NA,705
1017636,U,Y,R,99.98999023,WCMB,423
1017637,U,N,N,29.98999023,WC,705
1017638,N,N,N,79.98999023,WC,874
1017639,Y,N,N,79.98999023,WC,767
1017640,Y,N,N,129.9899902,WCMB,324
1017641,N,Y,N,149.9899902,WCMB,285
1017642,U,N,N,29.98999023,WC,705
1017643,U,T,N,99.98999023,WCMB,208
1017644,Y,Y,N,129.9899902,WCMB,116
1017645,Y,Y,N,149.9899902,WCMB,44
1017646,Y,Y,N,29.98999023,WC,767
1017647,U,Y,N,149.9899902,WCMB,584
1017648,Y,Y,N,199.9899902,WCMB,379
1017649,N,N,R,9.989997864,NA,813
1017650,N,Y,N,79.98999023,WCMB,465
