Customer_info$Customer.Customer_ID,CustServ.custcare_Mean,CustServ.ccrndmou_Mean,CustServ.cc_mou_Mean
1005527,0,0,0
1005528,1,1,0.603333333
1005529,0,0,0
1005530,0,0,0
1005531,0,0,0
1005532,0,0,0
1005533,0,0,0
1005534,0.333333333,13.33333333,13.05
1005535,0,0,0
1005536,0,0,0
1005537,0.333333333,0.333333333,0.023333333
1005538,0.333333333,1.666666667,1.54
1005539,0,0,0
1005540,0,0,0
1005541,2.333333333,40.33333333,39.37666667
1005542,0,0,0
1005543,0,0,0
1005544,0,0,0
1005545,8.666666667,12,7.766666667
1005546,9,11.33333333,7.526666667
1005547,0,0,0
1005548,2.333333333,4,2.33
1005549,0.333333333,0.333333333,0.233333333
1005550,0.333333333,2.333333333,2.06
1005551,0,0,0
1005552,0,0,0
1005553,0,0,0
1005554,0,0,0
1005555,0.666666667,2.333333333,1.77
1005556,0.333333333,0.666666667,0.66
1005557,0,0,0
1005558,0,0,0
1005559,1,3.666666667,3.126666667
1005560,1.333333333,1.666666667,0.663333333
1005561,0,0,0
1005562,0,0,0
1005563,3,5,3.433333333
1005564,2.333333333,23.66666667,22.22666667
1005565,0,0,0
1005566,4,4.666666667,2.67
1005567,0.333333333,5.333333333,5.05
1005568,0,0,0
1005569,5.666666667,5.666666667,2.833333333
1005570,0,0,0
1005571,0,0,0
1005572,0.333333333,0.333333333,0.306666667
1005573,0,0,0
1005574,3.666666667,13,11.33333333
1005575,1,5.333333333,4.91
1005576,0,0,0
1005577,0,0,0
1005578,0.666666667,5.333333333,5.026666667
1005579,0.333333333,0.333333333,0.033333333
1005580,0,0,0
1005581,3,6.666666667,5.276666667
1005582,0,0,0
1005583,0,0,0
1005584,0,0,0
1005585,2,2.666666667,1.79
1005586,0,0,0
1005587,0.666666667,0.666666667,0.3
1005588,0,0,0
1005589,11.33333333,39,33.07666667
1005590,0,0,0
1005591,0,0,0
1005592,0,0,0
1005593,16.66666667,93,84.95
1005594,0.666666667,0.666666667,0.13
1005595,0,0,0
1005596,0.333333333,0.666666667,0.35
1005597,0,0,0
1005598,0,0,0
1005599,0,0,0
1005600,0.666666667,0.666666667,0.176666667
1005601,0,0,0
1005602,0,0,0
1005603,0,0,0
1005604,0,0,0
1005605,0,0,0
1005606,0,0,0
1005607,0,0,0
1005608,2.666666667,3,2.233333333
1005609,0,0,0
1005610,0,0,0
1005611,0,0,0
1005612,0,0,0
1005613,0,0,0
1005614,3.333333333,13.66666667,11.69333333
1005615,0,0,0
1005616,0,0,0
1005617,1.666666667,5.333333333,4.486666667
1005618,0.333333333,0.333333333,0.05
1005619,0,0,0
1005620,0,0,0
1005621,0,0,0
1005622,0,0,0
1005623,1.333333333,5.666666667,5.38
1005624,0,0,0
1005625,1.333333333,1.333333333,0.156666667
1005626,0,0,0
1005627,12.66666667,24,16.56666667
1005628,0,0,0
1005629,0.333333333,2.333333333,2.3
1005630,0,0,0
1005631,0,0,0
1005632,0,0,0
1005633,4,21.66666667,19.47333333
1005634,0.333333333,0.333333333,0.093333333
1005635,1.666666667,8.333333333,7.403333333
1005636,0,0,0
1005637,2,4.666666667,3.796666667
1005638,0,0,0
1005639,0,0,0
1005640,1.333333333,7.333333333,6.44
1005641,0,0,0
1005642,0,0,0
1005643,0.333333333,0.333333333,0.143333333
1005644,0,0,0
1005645,0,0,0
1005646,0.333333333,2.333333333,2.043333333
1005647,0.666666667,1,0.786666667
1005648,0,0,0
1005649,3.666666667,3.666666667,1.696666667
1005650,6.666666667,8,4.24
1005651,4.666666667,5.333333333,2.563333333
1005652,0,0,0
1005653,0,0,0
1005654,1,5.333333333,5.04
1005655,0.333333333,2.333333333,2.073333333
1005656,0.666666667,3,2.433333333
1005657,10.66666667,12.66666667,8.153333333
1005658,1,1,0.24
1005659,0,0,0
1005660,12.33333333,34.33333333,29.15
1005661,0,0,0
1005662,0,0,0
1005663,0,0,0
1005664,1.333333333,11.33333333,10.78
1005665,0.666666667,2,1.753333333
1005666,3.333333333,4,2.406666667
1005667,0,0,0
1005668,4.333333333,6.333333333,3.48
1005669,0,0,0
1005670,0,0,0
1005671,0,0,0
1005672,0.333333333,1.666666667,1.466666667
1005673,1,14.33333333,13.62
1005674,0,0,0
1005675,16,21.33333333,13.30666667
1005676,0,0,0
1005677,1,1.333333333,0.843333333
1005678,0,0,0
1005679,0,0,0
1005680,0,0,0
1005681,0,0,0
1005682,0.333333333,0.333333333,0.033333333
1005683,6,36,33.41333333
1005684,0,0,0
1005685,0,0,0
1005686,0.666666667,0.666666667,0.57
1005687,0,0,0
1005688,0,0,0
1005689,0.333333333,2.333333333,2.176666667
1005690,0.666666667,7.333333333,7.213333333
1005691,3.666666667,5.666666667,3.466666667
1005692,0,0,0
1005693,0,0,0
1005694,0,0,0
1005695,0,0,0
1005696,0,0,0
1005697,0,0,0
1005698,0,0,0
1005699,0,0,0
1005700,0.666666667,3,2.533333333
1005701,0.333333333,0.333333333,0.29
1005702,0.333333333,1.666666667,1.493333333
1005703,0,0,0
1005704,0,0,0
1005705,6,6.666666667,3.48
1005706,0,0,0
1005707,0,0,0
1005708,0,0,0
1005709,0,0,0
1005710,0.666666667,14,13.41333333
1005711,0,0,0
1005712,0.666666667,11.66666667,11.38333333
1005713,0,0,0
1005714,1,3.666666667,3.143333333
1005715,0,0,0
1005716,0,0,0
1005717,0,0,0
1005718,0,0,0
1005719,0.333333333,0.333333333,0.04
1005720,1.333333333,1.333333333,0.84
1005721,0,0,0
1005722,0,0,0
1005723,0,0,0
1005724,1,8.666666667,7.836666667
1005725,0.666666667,4,3.353333333
1005726,0,0,0
1005727,5,43,40.03666667
1005728,6.333333333,10.33333333,7.43
1005729,2.333333333,30.33333333,29.59333333
1005730,1,1.333333333,0.853333333
1005731,0.666666667,4,3.92
1005732,0,0,0
1005733,9.666666667,17,12.33
1005734,0,0,0
1005735,0,0,0
1005736,12,27.33333333,21.53666667
1005737,0,0,0
1005738,0,0,0
1005739,0,0,0
1005740,0,0,0
1005741,12,80.33333333,74.91
1005742,0,0,0
1005743,6.333333333,10.33333333,6.033333333
1005744,1.666666667,2,1.133333333
1005745,4,4.333333333,2.323333333
1005746,0,0,0
1005747,0,0,0
1005748,0,0,0
1005749,0,0,0
1005750,0,0,0
1005751,2.333333333,5.333333333,4.216666667
1005752,0,0,0
1005753,2.666666667,20.66666667,19.34666667
1005754,0,0,0
1005755,4.333333333,9.333333333,6.403333333
1005756,0,0,0
1005757,0.666666667,3.333333333,2.94
1005758,1.666666667,5.666666667,4.313333333
1005759,0,0,0
1005760,0,0,0
1005761,0,0,0
1005762,0,0,0
1005763,0,0,0
1005764,7,70,66.56
1005765,0,0,0
1005766,0.333333333,1.333333333,1.29
1005767,0,0,0
1005768,1,23.33333333,22.96333333
1005769,2.666666667,4.666666667,3.33
1005770,0,0,0
1005771,0,0,0
1005772,0,0,0
1005773,0,0,0
1005774,0,0,0
1005775,0,0,0
1005776,0.333333333,0.666666667,0.393333333
1005777,0.333333333,0.666666667,0.65
1005778,0,0,0
1005779,0.666666667,4,3.366666667
1005780,0,0,0
1005781,0,0,0
1005782,0.666666667,1,0.596666667
1005783,0,0,0
1005784,0,0,0
1005785,0,0,0
1005786,0,0,0
1005787,1.666666667,4,2.91
1005788,0,0,0
1005789,0,0,0
1005790,1,1.666666667,1.116666667
1005791,1,2,1.393333333
1005792,0,0,0
1005793,0,0,0
1005794,0.666666667,7.666666667,7.06
1005795,0.666666667,1.333333333,1.05
1005796,0.333333333,1.333333333,1.2
1005797,0.666666667,0.666666667,0.283333333
1005798,0,0,0
1005799,8.666666667,13,9.63
1005800,0,0,0
1005801,1,12.33333333,11.61333333
1005802,0,0,0
1005803,0,0,0
1005804,0.333333333,0.666666667,0.483333333
1005805,3,14.33333333,12.45666667
1005806,0.333333333,0.666666667,0.56
1005807,0,0,0
1005808,0.666666667,6,5.616666667
1005809,3.333333333,9.333333333,7.583333333
1005810,3,4.666666667,3.096666667
1005811,0,0,0
1005812,0.666666667,0.666666667,0.366666667
1005813,0,0,0
1005814,0,0,0
1005815,0,0,0
1005816,0,0,0
1005817,0,0,0
1005818,0,0,0
1005819,1.333333333,1.666666667,0.86
1005820,0,0,0
1005821,0.333333333,0.666666667,0.356666667
1005822,2.666666667,9.333333333,7.32
1005823,0,0,0
1005824,0,0,0
1005825,0,0,0
1005826,4.333333333,9.333333333,7.703333333
1005827,0,0,0
1005828,0,0,0
1005829,0,0,0
1005830,0,0,0
1005831,0,0,0
1005832,0,0,0
1005833,0,0,0
1005834,0,0,0
1005835,0,0,0
1005836,0,0,0
1005837,0,0,0
1005838,1.333333333,2.666666667,1.696666667
1005839,2.333333333,3.333333333,2.163333333
1005840,0.666666667,2.666666667,2.423333333
1005841,0,0,0
1005842,9.666666667,21,14.55333333
1005843,2,2.333333333,1.836666667
1005844,0,0,0
1005845,0,0,0
1005846,0,0,0
1005847,0,0,0
1005848,0,0,0
1005849,0,0,0
1005850,0,0,0
1005851,0,0,0
1005852,3.333333333,3.666666667,1.753333333
1005853,0,0,0
1005854,0,0,0
1005855,0.333333333,1.666666667,1.356666667
1005856,0,0,0
1005857,2,22.66666667,21.4
1005858,0,0,0
1005859,0,0,0
1005860,0,0,0
1005861,0.666666667,3,2.52
1005862,0.333333333,2.333333333,2.223333333
1005863,0,0,0
1005864,0,0,0
1005865,0.333333333,0.333333333,0.09
1005866,0,0,0
1005867,0,0,0
1005868,0,0,0
1005869,18.33333333,22.33333333,14.88
1005870,0,0,0
1005871,14.66666667,24.33333333,15.01
1005872,0.333333333,0.333333333,0.2
1005873,0,0,0
1005874,0.333333333,0.333333333,0.256666667
1005875,0,0,0
1005876,0.666666667,6,5.533333333
1005877,1.333333333,1.333333333,0.333333333
1005878,0,0,0
1005879,0,0,0
1005880,0.666666667,1.666666667,1.053333333
1005881,0,0,0
1005882,0,0,0
1005883,0,0,0
1005884,0,0,0
1005885,0,0,0
1005886,2.333333333,2.333333333,0.133333333
1005887,0,0,0
1005888,0.666666667,0.666666667,0.346666667
1005889,0.333333333,2,1.773333333
1005890,0,0,0
1005891,0,0,0
1005892,0,0,0
1005893,0,0,0
1005894,0,0,0
1005895,0,0,0
1005896,0,0,0
1005897,0.333333333,1.333333333,1.05
1005898,7.666666667,11.33333333,7.29
1005899,0,0,0
1005900,0,0,0
1005901,5,10.33333333,8.766666667
1005902,0.333333333,1,0.833333333
1005903,0,0,0
1005904,0,0,0
1005905,0,0,0
1005906,0,0,0
1005907,0,0,0
1005908,0,0,0
1005909,0,0,0
1005910,0,0,0
1005911,0,0,0
1005912,0,0,0
1005913,0,0,0
1005914,0,0,0
1005915,0.666666667,4.666666667,4.383333333
1005916,0,0,0
1005917,0,0,0
1005918,0,0,0
1005919,0,0,0
1005920,0,0,0
1005921,0,0,0
1005922,0,0,0
1005923,6.666666667,7.666666667,4.21
1005924,0,0,0
1005925,0,0,0
1005926,3,5.333333333,3.963333333
1005927,0,0,0
1005928,0,0,0
1005929,0.666666667,12.66666667,12.17333333
1005930,0,0,0
1005931,0,0,0
1005932,0,0,0
1005933,1,2.333333333,1.846666667
1005934,0,0,0
1005935,0,0,0
1005936,0,0,0
1005937,0,0,0
1005938,4,12,9.4
1005939,0,0,0
1005940,0,0,0
1005941,1,6.333333333,5.723333333
1005942,0,0,0
1005943,0,0,0
1005944,0,0,0
1005945,0,0,0
1005946,0.333333333,1.333333333,1.31
1005947,0,0,0
1005948,0.666666667,2,1.486666667
1005949,0,0,0
1005950,0,0,0
1005951,0,0,0
1005952,0,0,0
1005953,0,0,0
1005954,0.333333333,1,0.733333333
1005955,1.333333333,7,6.33
1005956,0.333333333,0.666666667,0.566666667
1005957,4,16.66666667,15.31333333
1005958,0,0,0
1005959,15.66666667,44.66666667,36.78666667
1005960,0,0,0
1005961,0,0,0
1005962,2,3,1.34
1005963,0,0,0
1005964,0,0,0
1005965,0,0,0
1005966,0.666666667,4,3.886666667
1005967,0,0,0
1005968,0,0,0
1005969,0,0,0
1005970,3.333333333,3.666666667,1.736666667
1005971,0.666666667,0.666666667,0.4
1005972,0,0,0
1005973,0.333333333,0.666666667,0.666666667
1005974,0,0,0
1005975,0.666666667,13.33333333,12.99
1005976,0,0,0
1005977,0,0,0
1005978,0,0,0
1005979,1,10,9.32
1005980,0,0,0
1005981,0,0,0
1005982,0,0,0
1005983,2.666666667,4.666666667,2.986666667
1005984,0,0,0
1005985,0,0,0
1005986,0,0,0
1005987,0,0,0
1005988,0,0,0
1005989,0,0,0
1005990,0.666666667,1,0.866666667
1005991,8,19.66666667,14.98
1005992,0,0,0
1005993,0.333333333,0.333333333,0.05
1005994,0,0,0
1005995,0,0,0
1005996,0.333333333,0.333333333,0.033333333
1005997,0.333333333,0.333333333,0.326666667
1005998,0,0,0
1005999,0,0,0
1006000,2.333333333,17.66666667,16.05333333
1006001,0,0,0
1006002,0,0,0
1006003,0,0,0
1006004,0,0,0
1006005,0,0,0
1006006,0,0,0
1006007,5,6.333333333,4.116666667
1006008,1.333333333,28,26.96666667
1006009,0,0,0
1006010,0,0,0
1006011,0,0,0
1006012,0,0,0
1006013,0,0,0
1006014,0,0,0
1006015,0,0,0
1006016,1,6,5.506666667
1006017,1,3.333333333,2.56
1006018,0,0,0
1006019,0,0,0
1006020,0,0,0
1006021,0,0,0
1006022,0,0,0
1006023,2.666666667,7.666666667,6.09
1006024,0,0,0
1006025,0.666666667,10,9.523333333
1006026,4,9,7.106666667
1006027,0,0,0
1006028,1.666666667,10.33333333,9.746666667
1006029,0.333333333,2.666666667,2.473333333
1006030,0,0,0
1006031,0,0,0
1006032,0.333333333,2.666666667,2.476666667
1006033,0,0,0
1006034,0,0,0
1006035,0,0,0
1006036,0,0,0
1006037,0,0,0
1006038,0,0,0
1006039,0,0,0
1006040,0,0,0
1006041,5.333333333,15,10.86666667
1006042,0,0,0
1006043,0,0,0
1006044,0,0,0
1006045,0,0,0
1006046,0,0,0
1006047,0,0,0
1006048,0,0,0
1006049,7.333333333,8,4.406666667
1006050,0,0,0
1006051,0,0,0
1006052,6.666666667,11,7.656666667
1006053,0,0,0
1006054,0,0,0
1006055,0,0,0
1006056,0,0,0
1006057,1.333333333,1.666666667,0.763333333
1006058,1,4,3.583333333
1006059,0,0,0
1006060,0,0,0
1006061,0.333333333,0.333333333,0.05
1006062,0,0,0
1006063,0,0,0
1006064,0,0,0
1006065,9,20.33333333,15.06
1006066,0,0,0
1006067,0,0,0
1006068,0,0,0
1006069,0,0,0
1006070,0,0,0
1006071,2.333333333,2.333333333,1.57
1006072,0,0,0
1006073,0,0,0
1006074,0,0,0
1006075,0,0,0
1006076,0,0,0
1006077,0,0,0
1006078,0,0,0
1006079,0.666666667,1,0.633333333
1006080,1.333333333,17,16.49333333
1006081,0,0,0
1006082,0,0,0
1006083,1.333333333,2,1.406666667
1006084,0,0,0
1006085,3.666666667,3.666666667,2.16
1006086,0.333333333,0.333333333,0.143333333
1006087,0,0,0
1006088,0.666666667,0.666666667,0.076666667
1006089,0.333333333,0.333333333,0.31
1006090,0,0,0
1006091,0,0,0
1006092,0,0,0
1006093,0,0,0
1006094,0,0,0
1006095,0,0,0
1006096,0,0,0
1006097,1,8,7.71
1006098,42.66666667,60,39.23666667
1006099,0,0,0
1006100,0,0,0
1006101,0,0,0
1006102,0,0,0
1006103,0,0,0
1006104,7.333333333,20.33333333,17.23
1006105,0.666666667,1,0.903333333
1006106,0,0,0
1006107,0,0,0
1006108,0,0,0
1006109,0,0,0
1006110,1,1.666666667,1.15
1006111,0,0,0
1006112,0,0,0
1006113,0,0,0
1006114,0,0,0
1006115,0,0,0
1006116,13.66666667,21,15.59333333
1006117,0,0,0
1006118,0,0,0
1006119,0,0,0
1006120,0,0,0
1006121,4,6.666666667,4.25
1006122,0.666666667,4.333333333,4.093333333
1006123,0,0,0
1006124,0,0,0
1006125,0,0,0
1006126,0,0,0
1006127,0,0,0
1006128,0,0,0
1006129,1,1,0.496666667
1006130,1.666666667,11,10.63
1006131,0,0,0
1006132,0.333333333,11.66666667,11.42333333
1006133,0,0,0
1006134,0.333333333,2.666666667,2.423333333
1006135,5.666666667,14,11.26333333
1006136,0,0,0
1006137,0.333333333,7,6.866666667
1006138,0.666666667,0.666666667,0.666666667
1006139,3,5.666666667,4.003333333
1006140,1.666666667,3,2.03
1006141,0.666666667,1,0.476666667
1006142,0,0,0
1006143,5.333333333,29,26.01666667
1006144,0,0,0
1006145,0,0,0
1006146,0,0,0
1006147,2,16.66666667,15.23666667
1006148,0.666666667,16.66666667,16.06666667
1006149,0,0,0
1006150,0,0,0
1006151,0,0,0
1006152,0,0,0
1006153,0.333333333,4.333333333,4.073333333
1006154,0,0,0
1006155,0,0,0
1006156,3,13.66666667,12.24333333
1006157,0,0,0
1006158,4,4,2.053333333
1006159,0,0,0
1006160,3.666666667,3.666666667,1.783333333
1006161,0,0,0
1006162,0,0,0
1006163,0,0,0
1006164,0,0,0
1006165,0,0,0
1006166,0,0,0
1006167,0,0,0
1006168,1,1,0.25
1006169,0.666666667,8.333333333,8.083333333
1006170,1,4.666666667,4
1006171,0,0,0
1006172,0,0,0
1006173,1,14,13.50666667
1006174,0,0,0
1006175,0,0,0
1006176,1.333333333,3,2.053333333
1006177,0.333333333,0.333333333,0.273333333
1006178,0,0,0
1006179,0,0,0
1006180,0,0,0
1006181,0,0,0
1006182,0,0,0
1006183,0.333333333,0.666666667,0.593333333
1006184,0,0,0
1006185,0,0,0
1006186,0,0,0
1006187,0,0,0
1006188,0,0,0
1006189,0.333333333,0.333333333,0.116666667
1006190,0,0,0
1006191,2.333333333,5,3.486666667
1006192,0,0,0
1006193,0,0,0
1006194,0,0,0
1006195,0,0,0
1006196,2,6.333333333,5.47
1006197,0.666666667,1.333333333,0.903333333
1006198,0,0,0
1006199,3,19.33333333,18.21
1006200,0,0,0
1006201,0.666666667,2.666666667,2.073333333
1006202,0,0,0
1006203,1.333333333,1.666666667,0.763333333
1006204,0,0,0
1006205,0,0,0
1006206,0,0,0
1006207,0,0,0
1006208,0.666666667,2.666666667,2.573333333
1006209,0,0,0
1006210,7,10.66666667,7.683333333
1006211,1,5.666666667,5.41
1006212,0,0,0
1006213,0,0,0
1006214,0,0,0
1006215,3.333333333,4.333333333,2.633333333
1006216,0,0,0
1006217,0,0,0
1006218,0,0,0
1006219,3,15.33333333,13.88
1006220,2.333333333,4,2.55
1006221,0,0,0
1006222,0,0,0
1006223,0,0,0
1006224,0.333333333,0.333333333,0.26
1006225,0,0,0
1006226,0,0,0
1006227,2,4.666666667,3.35
1006228,14.33333333,79.66666667,71.65
1006229,1,2,1.26
1006230,0,0,0
1006231,0,0,0
1006232,0,0,0
1006233,0,0,0
1006234,0,0,0
1006235,2.333333333,7.333333333,5.643333333
1006236,0,0,0
1006237,0,0,0
1006238,0,0,0
1006239,0,0,0
1006240,0,0,0
1006241,0,0,0
1006242,0.666666667,0.666666667,0.2
1006243,1,2.333333333,1.666666667
1006244,0,0,0
1006245,0,0,0
1006246,0,0,0
1006247,0,0,0
1006248,0,0,0
1006249,0,0,0
1006250,1.333333333,1.666666667,0.52
1006251,3.666666667,20,17.67666667
1006252,0,0,0
1006253,0.666666667,1.666666667,1.266666667
1006254,0,0,0
1006255,0,0,0
1006256,0,0,0
1006257,0,0,0
1006258,1,2.333333333,1.573333333
1006259,1.666666667,8.333333333,7.396666667
1006260,0,0,0
1006261,0,0,0
1006262,0,0,0
1006263,0,0,0
1006264,0.666666667,1,0.54
1006265,3.666666667,8.666666667,5.806666667
1006266,0,0,0
1006267,0,0,0
1006268,0.333333333,0.333333333,0.06
1006269,1.333333333,6,4.78
1006270,0,0,0
1006271,0,0,0
1006272,11.66666667,67,60.80666667
1006273,0.666666667,1.333333333,1.1
1006274,1,4.666666667,4.023333333
1006275,0,0,0
1006276,0,0,0
1006277,0,0,0
1006278,0,0,0
1006279,0,0,0
1006280,0,0,0
1006281,0.333333333,1.333333333,1.16
1006282,2.666666667,5.333333333,3.963333333
1006283,1,4.333333333,3.993333333
1006284,0,0,0
1006285,0,0,0
1006286,0,0,0
1006287,0,0,0
1006288,0.333333333,0.333333333,0.293333333
1006289,0.333333333,0.666666667,0.51
1006290,0,0,0
1006291,0,0,0
1006292,0,0,0
1006293,0,0,0
1006294,0,0,0
1006295,0,0,0
1006296,0.666666667,0.666666667,0.51
1006297,0,0,0
1006298,0,0,0
1006299,0,0,0
1006300,3.666666667,5,3.363333333
1006301,4,30.33333333,27.71
1006302,0,0,0
1006303,0,0,0
1006304,0,0,0
1006305,1.666666667,6,4.943333333
1006306,6.666666667,16.33333333,12.91
1006307,0,0,0
1006308,0,0,0
1006309,0,0,0
1006310,0,0,0
1006311,0,0,0
1006312,0,0,0
1006313,0,0,0
1006314,0,0,0
1006315,0,0,0
1006316,0,0,0
1006317,0,0,0
1006318,0.333333333,0.666666667,0.556666667
1006319,0,0,0
1006320,0,0,0
1006321,0,0,0
1006322,0,0,0
1006323,0,0,0
1006324,0,0,0
1006325,3.666666667,9.666666667,7.66
1006326,0,0,0
1006327,15.33333333,16.33333333,9.7
1006328,5,5.333333333,3.033333333
1006329,0.333333333,0.666666667,0.476666667
1006330,0,0,0
1006331,2,2,1.203333333
1006332,0,0,0
1006333,0,0,0
1006334,0,0,0
1006335,0,0,0
1006336,0,0,0
1006337,0,0,0
1006338,0,0,0
1006339,0,0,0
1006340,0.666666667,1.333333333,0.766666667
1006341,1.333333333,8.666666667,8.353333333
1006342,0,0,0
1006343,0,0,0
1006344,0.666666667,0.666666667,0.056666667
1006345,0,0,0
1006346,0,0,0
1006347,0,0,0
1006348,0,0,0
1006349,0,0,0
1006350,0.333333333,4,3.69
1006351,0,0,0
1006352,0,0,0
1006353,0,0,0
1006354,0,0,0
1006355,0,0,0
1006356,29.66666667,45.66666667,30.68
1006357,0,0,0
1006358,2,6,4.92
1006359,0,0,0
1006360,0,0,0
1006361,3,10.66666667,9.246666667
1006362,3.333333333,4,2.813333333
1006363,0.666666667,2.333333333,2.076666667
1006364,0,0,0
1006365,1.333333333,1.666666667,1.156666667
1006366,0,0,0
1006367,0,0,0
1006368,0.666666667,4.333333333,3.94
1006369,0,0,0
1006370,0,0,0
1006371,0,0,0
1006372,0.666666667,2.666666667,2.44
1006373,0,0,0
1006374,0,0,0
1006375,5,12.66666667,10.78333333
1006376,4,9.333333333,7.096666667
1006377,7.333333333,7.333333333,3.223333333
1006378,0,0,0
1006379,0,0,0
1006380,9,65.33333333,60.12333333
1006381,0,0,0
1006382,1,2.666666667,2.256666667
1006383,0,0,0
1006384,5,6,3.886666667
1006385,6.333333333,14,9.363333333
1006386,2.333333333,4,2.533333333
1006387,0,0,0
1006388,0,0,0
1006389,7.666666667,9,5.556666667
1006390,0,0,0
1006391,0,0,0
1006392,0.666666667,1.333333333,0.733333333
1006393,1,25.33333333,24.89666667
1006394,0.333333333,16,15.92666667
1006395,18.66666667,22.66666667,13.42666667
1006396,12.66666667,22.33333333,13.21666667
1006397,0,0,0
1006398,4.666666667,6,2.403333333
1006399,0,0,0
1006400,0,0,0
1006401,0,0,0
1006402,0,0,0
1006403,0.333333333,0.333333333,0.066666667
1006404,0,0,0
1006405,1.666666667,5.333333333,4.376666667
1006406,1,1,0.57
1006407,0.666666667,0.666666667,0.513333333
1006408,0,0,0
1006409,0,0,0
1006410,0,0,0
1006411,0,0,0
1006412,2.333333333,5.333333333,3.61
1006413,0,0,0
1006414,0.666666667,0.666666667,0.49
1006415,0,0,0
1006416,0,0,0
1006417,0,0,0
1006418,0,0,0
1006419,0,0,0
1006420,0,0,0
1006421,0,0,0
1006422,0.666666667,6.333333333,5.956666667
1006423,0,0,0
1006424,0,0,0
1006425,0,0,0
1006426,1.666666667,13,11.95333333
1006427,0,0,0
1006428,0,0,0
1006429,2.666666667,3.666666667,2.09
1006430,0.333333333,1.666666667,1.433333333
1006431,0.333333333,14,13.973333330000001
1006432,0,0,0
1006433,0,0,0
1006434,0,0,0
1006435,0.666666667,1.333333333,0.783333333
1006436,0,0,0
1006437,0,0,0
1006438,0.666666667,1,0.496666667
1006439,0,0,0
1006440,0,0,0
1006441,0,0,0
1006442,0,0,0
1006443,4.666666667,14.66666667,12.3
1006444,0,0,0
1006445,0,0,0
1006446,0,0,0
1006447,0,0,0
1006448,0,0,0
1006449,0.666666667,0.666666667,0.42
1006450,4.333333333,4.333333333,0.533333333
1006451,3.333333333,23,20.71333333
1006452,1,12.33333333,11.81666667
1006453,2,3.666666667,2.336666667
1006454,0,0,0
1006455,0,0,0
1006456,0,0,0
1006457,1.333333333,5,4.433333333
1006458,11.33333333,14.66666667,8.703333333
1006459,0,0,0
1006460,0,0,0
1006461,0,0,0
1006462,1,4,3.203333333
1006463,0,0,0
1006464,0,0,0
1006465,0,0,0
1006466,0,0,0
1006467,0,0,0
1006468,0.666666667,3.666666667,3.316666667
1006469,0.333333333,0.333333333,0.193333333
1006470,0,0,0
1006471,0,0,0
1006472,5,5.333333333,2.933333333
1006473,0.333333333,6,5.983333333
1006474,0,0,0
1006475,0,0,0
1006476,1.333333333,41.66666667,41.26
1006477,0,0,0
1006478,0,0,0
1006479,0,0,0
1006480,0,0,0
1006481,0,0,0
1006482,0,0,0
1006483,96.66666667,100.3333333,48.20333333
1006484,0.666666667,2.333333333,1.96
1006485,0,0,0
1006486,1.666666667,19.66666667,19.07333333
1006487,0,0,0
1006488,0,0,0
1006489,0,0,0
1006490,0,0,0
1006491,2,2,0.333333333
1006492,0.333333333,0.666666667,0.593333333
1006493,0,0,0
1006494,0,0,0
1006495,0,0,0
1006496,0.333333333,12.33333333,12.05
1006497,0.333333333,1,0.94
1006498,1.333333333,22.66666667,21.72
1006499,0,0,0
1006500,0,0,0
1006501,0,0,0
1006502,0,0,0
1006503,0,0,0
1006504,0,0,0
1006505,0,0,0
1006506,0.333333333,2,1.91
1006507,0.666666667,4,3.56
1006508,7,25,20.33
1006509,0,0,0
1006510,0,0,0
1006511,4,21,19.41
1006512,0,0,0
1006513,0,0,0
1006514,0.333333333,0.666666667,0.623333333
1006515,0.333333333,1,0.733333333
1006516,0,0,0
1006517,0,0,0
1006518,0,0,0
1006519,1,5.333333333,4.726666667
1006520,0,0,0
1006521,0,0,0
1006522,0,0,0
1006523,0,0,0
1006524,0,0,0
1006525,0.333333333,2.666666667,2.426666667
1006526,0,0,0
1006527,0,0,0
1006528,12,14.66666667,8.866666667
1006529,0,0,0
1006530,0.333333333,1.333333333,1.083333333
1006531,1.333333333,1.333333333,0.96
1006532,1.333333333,3,2.39
1006533,0,0,0
1006534,0,0,0
1006535,1.333333333,12,11.25666667
1006536,0,0,0
1006537,1.333333333,7,6.016666667
1006538,0.666666667,0.666666667,0.066666667
1006539,0,0,0
1006540,1,4,3.773333333
1006541,0,0,0
1006542,0,0,0
1006543,0,0,0
1006544,9.333333333,14,7.013333333
1006545,4.333333333,15,12.31666667
1006546,7.666666667,39.66666667,36.74333333
1006547,0,0,0
1006548,0,0,0
1006549,1.666666667,8.333333333,7.893333333
1006550,0,0,0
1006551,0,0,0
1006552,4.333333333,16.33333333,13.44666667
1006553,0,0,0
1006554,0,0,0
1006555,0,0,0
1006556,0,0,0
1006557,0,0,0
1006558,0,0,0
1006559,2.333333333,2.666666667,2.083333333
1006560,0.333333333,0.333333333,0.323333333
1006561,2.333333333,3,2.173333333
1006562,3.666666667,7,5.703333333
1006563,0,0,0
1006564,0,0,0
1006565,0,0,0
1006566,0,0,0
1006567,0,0,0
1006568,0,0,0
1006569,1,1,0.34
1006570,0,0,0
1006571,0,0,0
1006572,0,0,0
1006573,5.666666667,5.666666667,2.17
1006574,0,0,0
1006575,0,0,0
1006576,0,0,0
1006577,0,0,0
1006578,0,0,0
1006579,0,0,0
